job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,experience required,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills
Operations Manager,,Public Relations,Chief,2025-03-18,04 June 2025,2025-06-04,Marketing,Blida,5-11 ans,Doctorat,20,CDI,1,"En tant que Chief Operations Manager, vous serez amené à coordonner les processus. Expérience requise: 5-11 ans. Éducation: Doctorat, 20 ans. Contrat: CDI. Localisation: Blida. Département: Operations.",Horaires flexibles,957295,"Process Optimization, Lean Management, Logistics, Supply Chain Management, Inventory Control"
Network Admin,,Corporate Affairs,Senior,21/10/2024,01 January 2025,2025-01-01,Informatique,Sétif,1-3 ans,None,0,Temporaire,10,"En tant que Senior Network Admin, vous serez amené à coordonner les systèmes. As Senior Network Admin, you'll lead strategic projects. Expérience requise: 1-3 ans. Éducation: None, 0 ans.",Formation continue,663117,"Python, SQL, Machine Learning, Kubernetes"
DB Admin,,Compliance,Mid,03 December 2024,21 December 2024,2024-12-21,Ingénierie,Hybride,10-18 ans,Licence,16,CDI,10,"Profil recherché (MIX):
Responsabilités:
- UX/UI
- Java
- Maintenance
Profil:
- Negotiation
- Python
Compétences: Leadership, SEO, Customer Service
Avantages: Maintenance, Leadership, Communication, Excel
",Télétravail partiel,254030,"Document Control, Customer Service, Data Entry, Office Management, Scheduling"
Translator,,Risk Management,Senior,07/01/2025,2025-02-19,2025-02-19,Finance,Tizi Ouzou,7-11 ans,Bac,12,CDD,3,"Contrat: CDD. Localisation: Tizi Ouzou. Département: IT. As Senior Translator, you'll manage critical projects. En tant que Senior Translator, vous serez amené à superviser les systèmes.","Prime performance, Horaires flexibles",151235,"Time Management, Critical Thinking, Communication, Adaptability"
UX Designer,,Customer Success,Mid,2024-05-04,25/05/2024,2024-05-25,Juridique,Télétravail,4-11 ans,None,0,Temps partiel,2,"Contrat: Temps partiel. Localisation: Télétravail. Département: Engineering. En tant que Mid UX Designer, vous serez amené à superviser les relations clients. As Mid UX Designer, you'll perform key projects.",,330155,"Sketch, Color Theory, Illustrator, Adobe Photoshop, UX Research"
Blockchain Dev,,Procurement,Mid,04/08/2024,2024-10-08,2024-10-08,RH,Blida,2-7 ans,Doctorat,20,CDD,3,"As Mid Blockchain Dev, you'll perform strategic projects. Expérience requise: 2-7 ans. Éducation: Doctorat, 20 ans. En tant que Mid Blockchain Dev, vous serez amené à développer les relations clients.","Ticket Restaurant, Assurance santé",712851,"Time Management, Adaptability, Problem Solving, Communication, Teamwork, Critical Thinking"
Sales Rep,,Risk Management,Mid,2024-12-16,2025-01-23,2025-01-23,Ventes,Constantine,10-15 ans,Doctorat,20,Temporaire,10,"As Mid Sales Rep, you'll manage critical projects. En tant que Mid Sales Rep, vous serez amené à développer les relations clients. Expérience requise: 10-15 ans. Éducation: Doctorat, 20 ans.","Voiture de fonction, Prime performance",257993,"Problem Solving, Communication, Critical Thinking, Teamwork, Adaptability, Time Management"
PR Officer,,Research & Development,Mid,18/03/2025,16/04/2025,2025-04-16,Santé,Oran,6-6 ans,Master,18,CDD,10,"Expérience requise: 6-6 ans. Éducation: Master, 18 ans. As Mid PR Officer, you'll manage innovative projects. Contrat: CDD. Localisation: Oran. Département: IT.","Ticket Restaurant, Assurance santé, Voiture de fonction",582003,"Time Management, Adaptability, Communication, Critical Thinking"
Security Officer,,Logistics,Lead,"Jul 07, 2024",28/08/2024,2024-08-28,Ingénierie,Ghardaïa,2-3 ans,Bac,12,Alternance,3,"Profil recherché (EN):
Responsabilités: CAD; Blockchain; Budgeting; Technical Writing
Profil:
- Java
- Strategic Planning
- Technical Writing
- SQL
Compétences:
- Network Security
- Strategic Planning
- Coordination
Avantages: SEO, Compliance, Logistics
",Horaires flexibles,431184,"Cloud Computing, DevOps, Docker, C++, Java"
Sales Rep,,Research & Development,Chief,2025-02-18,03/05/2025,2025-05-03,Logistique,Hybride,10-15 ans,Master,18,Alternance,10,"Profil recherché (MIX):
Responsabilités: Maintenance, Graphic Design, Research, Budgeting, Negotiation
Profil: Research, Customer Service
Compétences: Digital Marketing; SQL; Leadership
Avantages:
- SQL
- Strategic Planning
- Teamwork
- Communication
",,568290,"Teamwork, Communication, Time Management, Critical Thinking, Problem Solving, Adaptability"
Network Admin,,Compliance,Mid,"Jun 11, 2024",23/07/2024,2024-07-23,Logistique,Constantine,3-7 ans,Master,18,Temps partiel,10,"Contrat: Temps partiel. Localisation: Constantine. Département: Marketing. Expérience requise: 3-7 ans. Éducation: Master, 18 ans. En tant que Mid Network Admin, vous serez amené à superviser l’équipe.","Voiture de fonction, Ticket Restaurant, Télétravail partiel",859593,"DevOps, Java, SQL, Cloud Computing, Docker, Machine Learning"
Security Officer,,Product,Junior,21/02/2025,12/03/2025,2025-03-12,Santé,Oran,3-6 ans,Bac,12,Volontariat,3,"Profil recherché (FR):
Responsabilités: Teamwork, Customer Service, SQL
Profil: Java; Technical Writing; CAD
Compétences: Compliance; Technical Writing
Avantages: Graphic Design, CAD, Python, Coordination
","Voiture de fonction, Participation bénéfices",488747,"Machine Learning, Docker, Java, Python, Network Security, Kubernetes, Cloud Computing"
Marketing Manager,,IT Support,Senior,07 April 2025,29/06/2025,2025-06-29,Santé,Alger,2-12 ans,None,0,Temps plein,3,"Profil recherché (MIX):
Responsabilités: Research, UX/UI, Compliance
Profil:
- Excel
- Digital Marketing
- Negotiation
- CAD
- Blockchain
Compétences: Strategic Planning; Java; SEO; Budgeting
Avantages: Communication; Negotiation
","Horaires flexibles, Ticket Restaurant",433260,"Public Relations, Social Media, Content Strategy, Campaign Planning"
Legal Advisor,,Public Relations,Senior,06 June 2024,29 June 2024,2024-06-29,Finance,Alger,2-8 ans,Doctorat,20,Alternance,5,"Expérience requise: 2-8 ans. Éducation: Doctorat, 20 ans. Contrat: Alternance. Localisation: Alger. Département: Finance. As Senior Legal Advisor, you'll manage innovative projects.",Participation bénéfices,550815,"Litigation Support, Regulatory Affairs, Legal Research, Negotiation, Contract Drafting, Compliance"
Event Planner,,IT Support,Senior,"Apr 21, 2025",17/07/2025,2025-07-17,Informatique,Tizi Ouzou,1-10 ans,Licence,16,CDD,3,"Contrat: CDD. Localisation: Tizi Ouzou. Département: Finance. En tant que Senior Event Planner, vous serez amené à coordonner les systèmes. As Senior Event Planner, you'll lead innovative projects.","Formation continue, Télétravail partiel",294382,"Adaptability, Problem Solving, Critical Thinking, Communication, Teamwork"
Blockchain Dev,,Administration,Chief,2024-05-25,2024-07-14,2024-07-14,Ventes,Oran,1-9 ans,Master,18,Temps plein,5,"Profil recherché (EN):
Responsabilités:
- Python
- UX/UI
- Organization
- Customer Service
Profil: SEO; Network Security; Machine Learning
Compétences:
- SEO
- Machine Learning
- Maintenance
Avantages: Budgeting; UX/UI; Logistics; Organization
",Participation bénéfices,233425,"Time Management, Adaptability, Communication, Problem Solving, Teamwork, Critical Thinking"
Recruiter,,Strategy,Mid,18/10/2024,25/12/2024,2024-12-25,Marketing,Oran,5-7 ans,None,0,Volontariat,1,"En tant que Mid Recruiter, vous serez amené à superviser les systèmes. As Mid Recruiter, you'll manage innovative projects. Expérience requise: 5-7 ans. Éducation: None, 0 ans.",Ticket Restaurant,504629,"C++, Docker, Cloud Computing, Machine Learning"
CTO,,Design,Lead,"Jan 07, 2025",02 March 2025,2025-03-02,Logistique,Télétravail,1-6 ans,Master,18,Temporaire,10,"Profil recherché (EN):
Responsabilités: Leadership, Logistics, Compliance
Profil: Digital Marketing, Leadership, Python
Compétences:
- Graphic Design
- UX/UI
- Blockchain
- Strategic Planning
- Teamwork
Avantages: Java, Organization, Blockchain, Data Analysis, SEO
","Horaires flexibles, Participation bénéfices",468074,"Time Management, Adaptability, Communication, Problem Solving, Critical Thinking"
Project Manager,,Risk Management,Chief,14/08/2024,2024-11-07,2024-11-07,Finance,Télétravail,4-10 ans,None,0,Temps partiel,2,"Profil recherché (FR):
Responsabilités: Organization; Blockchain; Strategic Planning
Profil: Java, Compliance
Compétences: Maintenance; Research; CAD
Avantages:
- Cloud
- Python
",,488525,"Lean Management, Inventory Control, Supply Chain Management, Quality Control, Process Optimization, Logistics"
Recruiter,,Public Relations,Mid,2025-01-09,2025-02-06,2025-02-06,Informatique,Oran,7-16 ans,None,0,Freelance,1,"Profil recherché (MIX):
Responsabilités: Graphic Design; Maintenance; UX/UI
Profil: SEO, SQL, Leadership, Negotiation
Compétences: Customer Service; UX/UI; Communication
Avantages: Network Security, CAD
","Participation bénéfices, Voiture de fonction",355044,"Java, Network Security, Python, Kubernetes"
HR Coordinator,,Administration,Junior,10 November 2024,11 January 2025,2025-01-11,Admin,Tlemcen,4-13 ans,Doctorat,20,Alternance,5,"As Junior HR Coordinator, you'll design key projects. Expérience requise: 4-13 ans. Éducation: Doctorat, 20 ans. Contrat: Alternance. Localisation: Tlemcen. Département: Marketing.","Ticket Restaurant, Télétravail partiel, Voiture de fonction",160430,"Payroll, Performance Management, HRIS, Employee Relations, Onboarding, Recruitment"
Data Scientist,,Logistics,Chief,"Aug 23, 2024",17/11/2024,2024-11-17,Admin,Tizi Ouzou,4-5 ans,Doctorat,20,Alternance,1,"Profil recherché (EN):
Responsabilités: Logistics; Leadership; Research
Profil: Machine Learning; Excel
Compétences: Blockchain; Graphic Design; SQL; Python; Compliance
Avantages:
- Digital Marketing
- Teamwork
- Strategic Planning
",,450168,"Cloud Computing, Kubernetes, Machine Learning, Network Security, Python, Java"
Content Writer,,Quality Assurance,Lead,22 August 2024,01 October 2024,2024-10-01,Ventes,El Oued,1-6 ans,Doctorat,20,Freelance,2,"As Lead Content Writer, you'll manage critical projects. En tant que Lead Content Writer, vous serez amené à gérer les processus. Contrat: Freelance. Localisation: El Oued. Département: Legal.",Prime performance,493591,"Java, SQL, Python, Cloud Computing"
Translator,,Investor Relations,Chief,22 November 2024,31 December 2024,2024-12-31,Ingénierie,Oran,6-6 ans,Licence,16,CDD,10,"Profil recherché (FR):
Responsabilités: Graphic Design, Blockchain, Network Security, Budgeting, Maintenance
Profil:
- Excel
- Leadership
Compétences: Blockchain; Logistics; Digital Marketing
Avantages:
- Network Security
- Machine Learning
",,308862,"Time Management, Teamwork, Critical Thinking, Adaptability, Communication"
PR Officer,,Data Science,Lead,17 April 2025,03 July 2025,2025-07-03,Admin,El Oued,7-7 ans,Licence,16,Temps partiel,1,"Expérience requise: 7-7 ans. Éducation: Licence, 16 ans. Contrat: Temps partiel. Localisation: El Oued. Département: HR. En tant que Lead PR Officer, vous serez amené à coordonner les systèmes.",,194515,"Teamwork, Problem Solving, Time Management, Critical Thinking, Communication, Adaptability"
Blockchain Dev,,Technical Support,Junior,2024-05-24,02/08/2024,2024-08-02,Logistique,Sétif,2-10 ans,Bac,12,Volontariat,5,"En tant que Junior Blockchain Dev, vous serez amené à développer les processus. Expérience requise: 2-10 ans. Éducation: Bac, 12 ans. Contrat: Volontariat. Localisation: Sétif. Département: Marketing.",Assurance santé,294793,"Adaptability, Time Management, Problem Solving, Teamwork, Critical Thinking"
Training Specialist,,Strategy,Lead,17/11/2024,06 January 2025,2025-01-06,Santé,Saïda,5-7 ans,Bac,12,Alternance,10,"As Lead Training Specialist, you'll lead strategic projects. Contrat: Alternance. Localisation: Saïda. Département: HR. En tant que Lead Training Specialist, vous serez amené à coordonner les processus.",,302160,"Communication, Critical Thinking, Time Management, Adaptability, Problem Solving, Teamwork"
IT Intern,,Investor Relations,Senior,21 March 2025,17 May 2025,2025-05-17,Logistique,Béjaïa,0-3 ans,None,0,Volontariat,1,"Profil recherché (MIX):
Responsabilités: CAD; Compliance; Teamwork; Graphic Design
Profil: Organization, Java
Compétences:
- Customer Service
- Negotiation
- Data Analysis
- Digital Marketing
- SEO
Avantages: Logistics, Cloud, Python
","Voiture de fonction, Horaires flexibles, Formation continue",332450,"Kubernetes, Python, Docker, Java"
Software Engineer,,Design,Lead,07 June 2024,28/08/2024,2024-08-28,Ingénierie,El Oued,2-9 ans,Licence,16,Temps plein,1,"As Lead Software Engineer, you'll lead key projects. Contrat: Temps plein. Localisation: El Oued. Département: Operations. Expérience requise: 2-9 ans. Éducation: Licence, 16 ans.","Ticket Restaurant, Prime performance",737777,"Network Security, C++, Machine Learning, Kubernetes, DevOps, Cloud Computing, SQL"
Financial Analyst,,Strategy,Senior,01 February 2025,25 February 2025,2025-02-25,Santé,Ghardaïa,8-11 ans,Master,18,Stage,2,"En tant que Senior Financial Analyst, vous serez amené à développer les processus. As Senior Financial Analyst, you'll manage innovative projects. Contrat: Stage. Localisation: Ghardaïa. Département: Legal.","Voiture de fonction, Horaires flexibles",392616,"Investment Strategies, Risk Management, Accounting, SAP, Budgeting"
App Developer,,Design,Mid,"Nov 09, 2024",2024-11-29,2024-11-29,Logistique,Ghardaïa,4-6 ans,Doctorat,20,Temps plein,10,"Contrat: Temps plein. Localisation: Ghardaïa. Département: Engineering. Expérience requise: 4-6 ans. Éducation: Doctorat, 20 ans. As Mid App Developer, you'll lead innovative projects.","Participation bénéfices, Formation continue",204299,"Cloud Computing, Docker, Machine Learning, Java"
Researcher,,Public Relations,Junior,27 September 2024,08/11/2024,2024-11-08,Informatique,Oran,6-16 ans,None,0,Temps plein,1,"Profil recherché (FR):
Responsabilités: Data Analysis; SEO; Compliance; Blockchain; Project Mgmt
Profil: Research; Maintenance
Compétences:
- Coordination
- Network Security
- Compliance
Avantages:
- Excel
- Strategic Planning
",Formation continue,766045,"Medical Terminology, Pharmacovigilance, HIPAA Compliance, Clinical Trials, Patient Care"
IT Intern,,Compliance,Mid,"Oct 23, 2024",03/01/2025,2025-01-03,Ventes,Sétif,4-14 ans,Bac,12,Alternance,10,"Expérience requise: 4-14 ans. Éducation: Bac, 12 ans. As Mid IT Intern, you'll design innovative projects. En tant que Mid IT Intern, vous serez amené à développer les processus.",Horaires flexibles,878476,"Cloud Computing, Network Security, Machine Learning, Java, SQL"
Customer Service Agent,,Product,Senior,2024-05-17,21 June 2024,2024-06-21,Finance,Sétif,3-9 ans,Licence,16,CDD,2,"En tant que Senior Customer Service Agent, vous serez amené à gérer l’équipe. Contrat: CDD. Localisation: Sétif. Département: Engineering. As Senior Customer Service Agent, you'll design critical projects.",Participation bénéfices,167435,"Scheduling, Document Control, Customer Service, Data Entry"
Investment Banker,,Research & Development,Mid,20 June 2024,30 July 2024,2024-07-30,Admin,Télétravail,3-10 ans,Doctorat,20,Stage,2,"As Mid Investment Banker, you'll perform critical projects. Expérience requise: 3-10 ans. Éducation: Doctorat, 20 ans. Contrat: Stage. Localisation: Télétravail. Département: Legal.",,466833,"Financial Analysis, Audit, Accounting, Risk Management"
Legal Advisor,,Business Development,Lead,16 July 2024,15/08/2024,2024-08-15,Logistique,Tlemcen,2-7 ans,Master,18,Temporaire,10,"Profil recherché (FR):
Responsabilités:
- UX/UI
- Python
- Digital Marketing
- Logistics
Profil: Graphic Design, SEO, Organization, Research
Compétences: UX/UI; Teamwork; Compliance
Avantages: UX/UI; Cloud
","Voiture de fonction, Assurance santé",483772,"Compliance, Regulatory Affairs, Negotiation, Legal Research, Contract Drafting"
Investment Banker,,Procurement,Chief,"Aug 05, 2024",17 September 2024,2024-09-17,RH,Constantine,5-9 ans,Doctorat,20,CDD,5,"Profil recherché (FR):
Responsabilités: Teamwork, Logistics, Graphic Design
Profil: Network Security, CAD, Project Mgmt, Strategic Planning
Compétences: Cloud, Java
Avantages: Digital Marketing, Java, Leadership, Project Mgmt
",Prime performance,691016,"Risk Management, Investment Strategies, Accounting, Forecasting, Budgeting, SAP, Audit"
Supply Chain Analyst,,Training,Senior,22/04/2025,22 May 2025,2025-05-22,Logistique,El Oued,5-6 ans,Doctorat,20,Temps plein,2,"Profil recherché (MIX):
Responsabilités: Customer Service, Maintenance
Profil: Java; Communication; Coordination; Maintenance; Digital Marketing
Compétences: Maintenance; Java; Coordination; SEO; Organization
Avantages:
- Coordination
- Budgeting
- Strategic Planning
- Graphic Design
- SQL
",,394572,"Excel, Risk Management, Audit, Forecasting"
Event Planner,,Business Development,Mid,23/05/2024,13 July 2024,2024-07-13,RH,Hybride,3-12 ans,Master,18,Freelance,10,"Expérience requise: 3-12 ans. Éducation: Master, 18 ans. En tant que Mid Event Planner, vous serez amené à gérer l’équipe. Contrat: Freelance. Localisation: Hybride. Département: Engineering.","Prime performance, Voiture de fonction, Assurance santé",324700,"Communication, Problem Solving, Time Management, Adaptability"
Bioengineer,,Logistics,Junior,"Aug 07, 2024",2024-10-22,2024-10-22,Informatique,Béjaïa,3-7 ans,Bac,12,Temps partiel,3,"Profil recherché (MIX):
Responsabilités: Organization; Communication; Cloud
Profil: Organization; Java; Maintenance
Compétences: Technical Writing, Network Security, Communication, Negotiation
Avantages: Strategic Planning; Graphic Design; Compliance
","Prime performance, Horaires flexibles, Assurance santé",483699,"Cloud Computing, C++, Kubernetes, Java"
UX Designer,,Strategy,Mid,2024-05-20,2024-08-07,2024-08-07,Informatique,Saïda,1-9 ans,Master,18,Temps partiel,3,"As Mid UX Designer, you'll perform strategic projects. En tant que Mid UX Designer, vous serez amené à développer l’équipe. Contrat: Temps partiel. Localisation: Saïda. Département: Finance.",,503964,"Prototyping, Sketch, UX Research, Illustrator, Adobe Photoshop, Typography, Color Theory"
Financial Analyst,,Administration,Chief,02 April 2025,04/06/2025,2025-06-04,Admin,Tizi Ouzou,4-5 ans,Bac,12,Alternance,10,"Profil recherché (MIX):
Responsabilités: Organization; Communication; Negotiation
Profil: Network Security, Budgeting, Blockchain
Compétences:
- Machine Learning
- Technical Writing
- Digital Marketing
- Negotiation
Avantages:
- Logistics
- Customer Service
- Organization
- Digital Marketing
","Participation bénéfices, Assurance santé, Horaires flexibles",304732,"Accounting, Risk Management, Excel, Financial Analysis, Budgeting, Forecasting, Investment Strategies"
Accountant,,Training,Chief,"Jul 17, 2024",01/09/2024,2024-09-01,Santé,Oran,7-8 ans,Doctorat,20,Temporaire,5,"Profil recherché (EN):
Responsabilités:
- SQL
- Research
Profil: Excel; Negotiation; Teamwork; Project Mgmt
Compétences: Excel; Customer Service
Avantages:
- Project Mgmt
- Customer Service
- Digital Marketing
- Graphic Design
",,554519,"Audit, Investment Strategies, Financial Analysis, Risk Management, SAP, Forecasting, Excel"
Security Officer,,Compliance,Chief,27/07/2024,2024-10-05,2024-10-05,Ingénierie,Constantine,4-6 ans,None,0,Volontariat,1,"Expérience requise: 4-6 ans. Éducation: None, 0 ans. En tant que Chief Security Officer, vous serez amené à gérer les processus. Contrat: Volontariat. Localisation: Constantine. Département: IT.",Assurance santé,807535,"SQL, C++, Kubernetes, Python, Network Security, Java, Machine Learning"
Legal Advisor,,Quality Assurance,Lead,2024-06-24,04 September 2024,2024-09-04,Informatique,Saïda,4-10 ans,Bac,12,Temps partiel,5,"Expérience requise: 4-10 ans. Éducation: Bac, 12 ans. As Lead Legal Advisor, you'll manage innovative projects. En tant que Lead Legal Advisor, vous serez amené à développer l’équipe.",Télétravail partiel,566314,"Negotiation, Compliance, Litigation Support, Contract Drafting, Legal Research, Regulatory Affairs"
Legal Advisor,,Business Development,Mid,07/01/2025,09/02/2025,2025-02-09,Admin,Constantine,10-12 ans,Licence,16,Freelance,5,"Profil recherché (EN):
Responsabilités: Project Mgmt, Technical Writing, Excel, Data Analysis, Communication
Profil: Organization, Customer Service, Graphic Design, Teamwork, CAD
Compétences: Blockchain, SEO
Avantages: Graphic Design, SQL
",Assurance santé,339659,"Compliance, Contract Drafting, Litigation Support, Legal Research, Regulatory Affairs, Negotiation"
Restaurant Manager,,Investor Relations,Lead,"Nov 08, 2024",18 November 2024,2024-11-18,Marketing,Oran,3-9 ans,Master,18,Stage,3,"Profil recherché (EN):
Responsabilités: CAD; UX/UI; Customer Service
Profil:
- Budgeting
- Coordination
Compétences:
- Compliance
- CAD
- Excel
- Project Mgmt
- Research
Avantages:
- Project Mgmt
- Organization
- Leadership
",Voiture de fonction,516697,"Supply Chain Management, Process Optimization, Lean Management, Inventory Control, Logistics, Quality Control"
PR Officer,,Research & Development,Junior,"Feb 07, 2025",2025-04-01,2025-04-01,Informatique,Hybride,1-1 ans,Doctorat,20,CDI,3,"As Junior PR Officer, you'll manage key projects. En tant que Junior PR Officer, vous serez amené à coordonner l’équipe. Expérience requise: 1-1 ans. Éducation: Doctorat, 20 ans.","Horaires flexibles, Formation continue, Télétravail partiel",688497,"Teamwork, Problem Solving, Time Management, Communication, Adaptability, Critical Thinking"
Chem. Engineer,,Quality Assurance,Junior,"May 17, 2024",2024-05-25,2024-05-25,Juridique,Blida,10-13 ans,None,0,Volontariat,10,"Contrat: Volontariat. Localisation: Blida. Département: Engineering. As Junior Chem. Engineer, you'll perform innovative projects. Expérience requise: 10-13 ans. Éducation: None, 0 ans.","Voiture de fonction, Ticket Restaurant, Prime performance",374189,"Machine Learning, C++, DevOps, Kubernetes, Docker, Network Security"
UX Designer,,Health & Safety,Senior,2025-04-17,04 July 2025,2025-07-04,Logistique,Ghardaïa,8-18 ans,None,0,Freelance,3,"As Senior UX Designer, you'll lead strategic projects. Expérience requise: 8-18 ans. Éducation: None, 0 ans. En tant que Senior UX Designer, vous serez amené à superviser l’équipe.",,667207,"Figma, Illustrator, Sketch, Color Theory, UX Research, Adobe Photoshop, Prototyping"
Network Admin,,Logistics,Junior,"Jun 12, 2024",2024-07-16,2024-07-16,Ventes,Alger,4-11 ans,Bac,12,CDI,2,"Contrat: CDI. Localisation: Alger. Département: Legal. As Junior Network Admin, you'll design innovative projects. Expérience requise: 4-11 ans. Éducation: Bac, 12 ans.",Prime performance,445716,"Kubernetes, SQL, C++, Cloud Computing"
Maintenance Tech,,Data Science,Senior,27 March 2025,12/04/2025,2025-04-12,Ventes,El Oued,0-0 ans,Doctorat,20,Freelance,10,"Expérience requise: 0-0 ans. Éducation: Doctorat, 20 ans. En tant que Senior Maintenance Tech, vous serez amené à développer l’équipe. As Senior Maintenance Tech, you'll lead key projects.","Participation bénéfices, Voiture de fonction, Prime performance",224959,"Communication, Problem Solving, Critical Thinking, Time Management"
Bioengineer,,Strategy,Junior,07 March 2025,01/04/2025,2025-04-01,Ventes,Constantine,6-11 ans,None,0,CDD,1,"Contrat: CDD. Localisation: Constantine. Département: Sales. En tant que Junior Bioengineer, vous serez amené à coordonner l’équipe. Expérience requise: 6-11 ans. Éducation: None, 0 ans.",,670769,"Machine Learning, Network Security, DevOps, C++, Kubernetes, Docker"
Graphic Designer,,Product,Chief,22 March 2025,2025-06-12,2025-06-12,Admin,Oran,1-9 ans,Doctorat,20,Temporaire,2,"As Chief Graphic Designer, you'll manage critical projects. Contrat: Temporaire. Localisation: Oran. Département: Engineering. Expérience requise: 1-9 ans. Éducation: Doctorat, 20 ans.",,375689,"Adobe Photoshop, Typography, Sketch, Prototyping, Figma, Color Theory, Illustrator"
Volunteer Coord.,,Logistics,Mid,12 April 2025,2025-06-12,2025-06-12,Ingénierie,Hybride,0-1 ans,Master,18,CDI,3,"En tant que Mid Volunteer Coord., vous serez amené à développer les systèmes. As Mid Volunteer Coord., you'll manage critical projects. Contrat: CDI. Localisation: Hybride. Département: Marketing.",,375081,"Problem Solving, Critical Thinking, Teamwork, Communication"
Recruiter,,Risk Management,Junior,"Jul 08, 2024",12 August 2024,2024-08-12,Admin,Tlemcen,9-12 ans,Bac,12,Temporaire,2,"Profil recherché (EN):
Responsabilités: Digital Marketing; Cloud
Profil: Maintenance, Communication, SEO, Data Analysis, Strategic Planning
Compétences:
- Negotiation
- Blockchain
- Customer Service
- UX/UI
- Organization
Avantages: Strategic Planning; Research
","Assurance santé, Participation bénéfices",283091,"Python, SQL, Kubernetes, C++, DevOps, Docker"
Supply Chain Analyst,,Public Relations,Chief,05/11/2024,2024-12-29,2024-12-29,Ventes,Saïda,5-9 ans,Master,18,CDI,5,"En tant que Chief Supply Chain Analyst, vous serez amené à gérer les processus. Expérience requise: 5-9 ans. Éducation: Master, 18 ans. As Chief Supply Chain Analyst, you'll perform key projects.","Ticket Restaurant, Télétravail partiel",604132,"Forecasting, Excel, Accounting, Budgeting, Financial Analysis, Audit, Risk Management"
Civil Engineer,,Logistics,Lead,"Dec 13, 2024",24 January 2025,2025-01-24,Marketing,Oran,0-0 ans,Bac,12,Freelance,10,"Contrat: Freelance. Localisation: Oran. Département: IT. Expérience requise: 0-0 ans. Éducation: Bac, 12 ans. En tant que Lead Civil Engineer, vous serez amené à coordonner l’équipe.","Participation bénéfices, Voiture de fonction",527948,"Docker, Cloud Computing, DevOps, C++, Python, Machine Learning"
SEO Specialist,,Technical Support,Senior,08 May 2024,16 May 2024,2024-05-16,Admin,Tizi Ouzou,6-13 ans,None,0,Volontariat,1,"Profil recherché (EN):
Responsabilités: Coordination, Budgeting, Compliance, Python
Profil:
- Machine Learning
- Excel
Compétences: SQL; Network Security
Avantages: Logistics, Communication, Data Analysis, Network Security
",Prime performance,528190,"Brand Management, SEO, Public Relations, Social Media, Campaign Planning"
Pharmacist,,Investor Relations,Chief,2024-10-30,11/12/2024,2024-12-11,Santé,Ghardaïa,9-16 ans,Master,18,CDD,1,"Contrat: CDD. Localisation: Ghardaïa. Département: Finance. En tant que Chief Pharmacist, vous serez amené à superviser les relations clients. Expérience requise: 9-16 ans. Éducation: Master, 18 ans.","Prime performance, Participation bénéfices, Télétravail partiel",649786,"Medical Terminology, Clinical Trials, HIPAA Compliance, Patient Care, Pharmacovigilance"
Content Writer,,Corporate Affairs,Mid,03/11/2024,01 February 2025,2025-02-01,Marketing,Tizi Ouzou,9-13 ans,Bac,12,Temporaire,10,"Contrat: Temporaire. Localisation: Tizi Ouzou. Département: HR. As Mid Content Writer, you'll lead strategic projects. En tant que Mid Content Writer, vous serez amené à superviser les relations clients.",Prime performance,367856,"Java, Machine Learning, Python, Docker, Kubernetes, C++, SQL"
Social Media Mgr,,Health & Safety,Senior,2024-08-12,02 October 2024,2024-10-02,Finance,Tizi Ouzou,3-12 ans,None,0,Volontariat,1,"Profil recherché (MIX):
Responsabilités:
- Excel
- Customer Service
Profil:
- Python
- Network Security
Compétences: Strategic Planning; Leadership; Blockchain; Machine Learning
Avantages:
- Teamwork
- UX/UI
- Blockchain
- Network Security
- Compliance
","Télétravail partiel, Assurance santé",459109,"Email Marketing, Content Strategy, Brand Management, Social Media"
Graphic Designer,,Product,Junior,2025-04-15,2025-04-30,2025-04-30,Santé,Constantine,9-9 ans,Master,18,CDI,10,"Expérience requise: 9-9 ans. Éducation: Master, 18 ans. Contrat: CDI. Localisation: Constantine. Département: Legal. En tant que Junior Graphic Designer, vous serez amené à développer l’équipe.","Ticket Restaurant, Assurance santé, Participation bénéfices",293203,"Illustrator, Color Theory, Figma, Adobe Photoshop, Sketch, Prototyping, UX Research"
CTO,,Risk Management,Senior,2025-01-04,15/01/2025,2025-01-15,Logistique,Béjaïa,4-4 ans,Doctorat,20,CDD,3,"Profil recherché (FR):
Responsabilités: Network Security, Blockchain, Technical Writing
Profil: Project Mgmt, Java, Communication, Logistics
Compétences: Java, Coordination, Maintenance, Compliance
Avantages:
- Network Security
- Organization
- Machine Learning
- Data Analysis
- Leadership
","Ticket Restaurant, Assurance santé",285860,"Time Management, Problem Solving, Teamwork, Adaptability"
Product Manager,,Strategy,Mid,"Feb 13, 2025",08 April 2025,2025-04-08,Ventes,Béjaïa,9-18 ans,Doctorat,20,Stage,10,"As Mid Product Manager, you'll perform key projects. En tant que Mid Product Manager, vous serez amené à développer les processus. Contrat: Stage. Localisation: Béjaïa. Département: Finance.","Télétravail partiel, Voiture de fonction",556171,"Process Optimization, Inventory Control, Quality Control, Lean Management, Supply Chain Management, Logistics"
