job_Id,job title,department,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,technical_skills,experience_min_req,experience_max_req,salary
592,Wind Turbine Engineer,Solar PV Technician,2025-02-21,2025-03-11,2025-04-10,Renewable Energy,Tizi Ouzou,Ingénieur d'État,18,Alternance,5,"Sustainable Design, Renewable Energy Forecasting, Biomass Energy Systems, Renewable Energy Economics, Energy Efficiency Auditing, Smart Grid Systems, Energy Management Systems",0,1,108000
593,Clinical Trials Manager,Regulatory Affairs Specialist,2025-02-25,2025-03-26,2025-04-25,Pharmaceuticals,Tlemcen,Doctorat,20,Freelance,8,"GMP Compliance, Pharmaceutical Sales, Analytical Chemistry, Medical Writing, Pharmacovigilance, Stability Testing, Biostatistics, CMC Documentation, Batch Record Review, HPLC, FDA Submissions, GLP Standards, Quality Assurance (QA), Sterile Manufacturing, Drug Formulation",8,12,140000
594,RF Technician,Network Engineer,2025-03-28,2025-04-03,2025-05-03,Telecommunications,Oran,Doctorat,20,CDD,4,"BSS/OSS Systems, Microwave Engineering, QoS Management, Telecom Regulations, Mobile Core Networks, 5G Network Design, Carrier Ethernet, VSAT Systems, Telecom Project Management, Spectrum Management, SDN/NFV, RF Engineering, VoIP Systems, IP/MPLS, Network Planning",8,9,120000
595,Health Informatics Specialist,Health Informatics Specialist,2025-05-01,2025-05-04,2025-06-03,Healthcare,Biskra,Licence,15,Freelance,8,"Mental Health Apps, Medical Coding, Health Informatics, Epidemiology, HIPAA Compliance, Remote Monitoring, EHR Systems, AI Diagnostics",2,3,65000
596,Avionics Engineer,Avionics Engineer,2025-03-05,2025-03-25,2025-04-24,Aerospace & Defense,Jijel,Doctorat,20,CDD,9,"Ground Control Systems, DO-178C Certification, Thermal Analysis, Avionics Systems, Defense Contracting, Flight Testing, CAD for Aerospace, Jet Propulsion, Aerodynamics Simulation, Satellite Communications, Reliability Engineering, Flight Control Systems, Systems Engineering, Military Standards (MIL-STD), Radar Systems",8,14,180000
597,Agronomist,Irrigation Specialist,2025-03-11,2025-04-04,2025-05-04,Agriculture,Saïda,Master,17,Freelance,8,"AgriTech Solutions, Pest Control Strategies, Seed Technology, Agroforestry, Precision Agriculture, Hydroponics, Irrigation Systems, Soil Science, Sustainable Farming, Farm Machinery, Crop Management, Remote Sensing for Crops, Agricultural Supply Chains, Agricultural Data Analysis",6,9,50000
598,Instructional Designer,Academic Advisor,2025-03-04,2025-03-04,2025-04-03,Education,Oran,Baccalaureate,12,Alternance,8,"Blockchain Credentials, Esports in Schools, AR/VR Learning, Virtual Labs (Labster), LMS (Moodle/Canvas), MOOC Platforms (Coursera)",0,1,40000
599,Blasting Technician,Blasting Technician,2025-03-06,2025-03-20,2025-04-19,Mining,El Oued,Licence,15,Alternance,9,"Mining Safety Standards, Mine Ventilation, Drilling Operations, Underground Mining Techniques, Surface Mining, Environmental Impact of Mining",0,1,112000
600,Agri-Tech Developer,Irrigation Specialist,2025-04-29,2025-05-27,2025-06-26,Agriculture,Batna,Doctorat,20,Alternance,8,"Farm Machinery, Irrigation Systems, Soil Science, AgriTech Solutions, Seed Technology, Remote Sensing for Crops, Agricultural Supply Chains, Precision Agriculture",0,1,48000
601,Safety Officer,Safety Officer,2025-04-04,2025-04-27,2025-05-27,Construction,Tipaza,Licence,15,Freelance,9,"Safety Audits, Land Surveying, Tunnel Construction, Water Management, HVAC Design, Geotechnical Engineering, Procore Software, Material Science, Construction Law",2,5,74000
602,Auditor,Risk Manager,2025-05-02,2025-05-09,2025-06-08,Finance,Mostaganem,Doctorat,20,Internship,8,"Capital Markets, Financial Planning Software, Fintech Development, Financial Modeling, Economic Forecasting, Cost Accounting, Private Equity, Derivatives",0,1,115000
603,Medical Technologist,Health Informatics Specialist,2025-03-22,2025-04-17,2025-05-17,Healthcare,Sétif,Licence,15,CDI,4,"Clinical Trials, EHR Systems, Stem Cell Research, Wearable Tech, Pharmacy Automation, Telemedicine, Surgical Robotics, Biomedical Engineering, Health Insurance",2,5,67000
604,Marketplace Coordinator,UX/UI Designer,2025-03-26,2025-04-11,2025-05-11,E-Commerce,Tizi Ouzou,No Formal Education,0,Freelance,5,"Returns Management, Heatmap Analysis, Social Commerce (TikTok/Instagram)",0,1,48000
605,Logistics Manager,Supply Chain Analyst,2025-03-11,2025-04-06,2025-05-06,Transport & Logistics,Constantine,Baccalaureate,12,CDI,7,"Supply Chain Optimization, Inventory Control, Transportation Modeling, Freight Forwarding, Route Optimization, Reverse Logistics, TMS Software",0,2,54000
606,Auditor,Financial Analyst,2025-04-22,2025-05-18,2025-06-17,Finance,El Oued,Master,17,CDI,2,"Data Analytics (Power BI), Fintech Development, Financial AI, Risk Management (FRM), Tax Strategy, Forex, Portfolio Management, Financial Planning Software, Insurtech, Treasury Management, Economic Forecasting, Behavioral Finance, Financial Modeling, M&A",6,9,120000
607,Billing Specialist,Network Engineer,2025-03-15,2025-04-06,2025-05-06,Telecommunications,Ghardaïa,Baccalaureate,12,CDI,2,"Network Monitoring Tools, Carrier Ethernet, 5G Network Design, RF Engineering, VSAT Systems, Network Provisioning",0,1,73000
608,DevOps Engineer,Data Scientist,2025-03-10,2025-03-19,2025-04-18,Information Technology,Oran,Licence,15,CDI,7,"Spring Boot, PyTorch, Network Security, CISSP, PostgreSQL, Jenkins, Microservices, Postman, Docker",2,4,118000
609,Flight Test Engineer,Avionics Engineer,2025-04-15,2025-04-26,2025-05-26,Aerospace & Defense,Bouira,Master,17,Alternance,6,"Flight Testing, ITAR Compliance, Thermal Analysis, Jet Propulsion, CAD for Aerospace, Aerodynamics Simulation, Military Standards (MIL-STD)",0,1,162000
610,Telecom Analyst,Network Engineer,2025-04-03,2025-04-21,2025-05-21,Telecommunications,Chlef,Licence,15,Freelance,4,"Network Provisioning, Telecom Regulations, RF Engineering, QoS Management, BSS/OSS Systems, Mobile Core Networks, Telecom Billing Systems, VSAT Systems",2,3,94000
611,Mine Engineer,Blasting Technician,2025-03-01,2025-03-20,2025-04-19,Mining,Oran,Doctorat,20,Freelance,1,"Mining Equipment Maintenance, Mine Reclamation, Mining Safety Standards, Underground Mining Techniques, Mineralogy, Mineral Exploration, Geological Mapping, Blasting Techniques, Drilling Operations, Mining Economics, Mine Planning, Tailings Management, GIS for Mining, Slope Stability Analysis, Mine Ventilation",8,12,160000
612,Procurement Officer,Urban Planner,2025-02-11,2025-02-26,2025-03-28,Public Sector,Sétif,Doctorat,20,Freelance,8,"Urban Planning, Municipal Budgeting, Public Finance, Citizen Engagement, Social Program Management, Legislative Drafting, E-Government Solutions, Policy Impact Evaluation, Government Auditing, Government CRM, Public Policy Analysis, Regulatory Compliance, Open Data Platforms, IT for Government, Public Health Policy",8,9,70000
613,Quantity Surveyor,Site Manager,2025-04-20,2025-05-12,2025-06-11,Construction,Oran,Licence,15,CDD,6,"Energy Efficiency, BIM (Revit), Geotechnical Engineering, Green Certifications, Disaster-Resistant Design, Safety Standards, Road Engineering, Water Management",2,3,71000
614,Data Scientist,Cybersecurity Analyst,2025-04-16,2025-05-04,2025-06-03,Information Technology,Oran,Doctorat,20,CDD,3,"IaC, GitHub, IPS, Angular, Lambda, NumPy, CI/CD, HIPAA, GitHub Actions, MySQL, Matplotlib, Burp Suite, Serverless Computing, Ansible, Elasticsearch",8,9,150000
615,Quantity Surveyor,Project Engineer,2025-03-16,2025-03-23,2025-04-22,Construction,El Oued,Licence,15,Freelance,7,"Sustainable Design (LEED), Prefabrication, Concrete Tech, CAD (AutoCAD), Quantity Surveying, Disaster-Resistant Design, Urban Planning, Safety Standards, Land Surveying",2,5,74000
616,Fleet Coordinator,Logistics Manager,2025-03-27,2025-03-28,2025-04-27,Transport & Logistics,Tizi Ouzou,No Formal Education,0,CDD,3,"Route Optimization, TMS Software, Logistics Costing",0,1,42000
617,Fishery Inspector,Quality Assurance Officer,2025-02-19,2025-03-15,2025-04-14,Fisheries,Constantine,Licence,15,Freelance,7,"Oceanographic Survey, Hatchery Operations, Fish Nutrition, Bycatch Reduction, Sustainable Fishing Techniques, Water Quality Management, GPS for Fishing, Fish Stock Assessment, Biosecurity in Aquaculture",2,4,40000
618,Drilling Supervisor,HSE Specialist,2025-04-05,2025-04-21,2025-05-21,Energy & Petroleum,Oran,Doctorat,20,Internship,1,"Predictive Maintenance AI, Offshore Operations, Well Logging, Energy Storage Solutions, Energy Economics, Reservoir Simulation, Biofuel Production, Energy Auditing",0,1,190000
619,Telecom Analyst,Network Engineer,2025-05-02,2025-05-06,2025-06-05,Telecommunications,Constantine,Master,17,Alternance,7,"Network Monitoring Tools, Carrier Ethernet, LTE/4G/5G Optimization, Spectrum Management, IP/MPLS, Telecom Regulations, 5G Network Design",0,1,108000
620,Instructional Designer,Instructional Designer,2025-05-02,2025-05-23,2025-06-22,Education,Sétif,Baccalaureate,12,Alternance,6,"Parent-Teacher Apps, Gamification (Kahoot), Podcasting in Ed, Classroom Management, Special Ed Tech, Virtual Labs (Labster), Interactive Whiteboards",0,2,40000
621,Telecom Analyst,Network Engineer,2025-02-16,2025-03-13,2025-04-12,Telecommunications,Oran,Ingénieur d'État,18,CDI,9,"VoIP Systems, VSAT Systems, Network Provisioning, BSS/OSS Systems, Telecom Regulations, Network Monitoring Tools, Mobile Core Networks, Spectrum Management, QoS Management, RF Engineering, Network Planning, Carrier Ethernet",4,6,116000
622,Telecom Analyst,Network Engineer,2025-05-06,2025-05-28,2025-06-27,Telecommunications,Constantine,Doctorat,20,CDI,7,"Telecom Billing Systems, Network Planning, Microwave Engineering, 5G Network Design, RF Engineering, SDN/NFV, BSS/OSS Systems, IP/MPLS, Network Monitoring Tools, Fiber Optic Technology, Spectrum Management, VSAT Systems, Network Provisioning, Carrier Ethernet, VoIP Systems",8,11,120000
623,Marketplace Coordinator,UX/UI Designer,2025-02-08,2025-02-14,2025-03-16,E-Commerce,Annaba,Ingénieur d'État,18,Freelance,3,"Social Commerce (TikTok/Instagram), A/B Testing, Chatbot Development, SEO/SEM, Mobile App Development (React Native), Product Information Management (PIM), Conversion Rate Optimization, Voice Commerce, Email Automation, Dynamic Pricing, Supply Chain Analytics, Omnichannel Strategy, Customer Segmentation",4,8,100000
624,Data Scientist,Software Engineer,2025-03-18,2025-03-25,2025-04-24,Information Technology,Bejaïa,Baccalaureate,12,CDI,10,"GPT, Kafka, VPNs, Pandas, GDPR, Lambda, TensorFlow",0,2,92000
625,Telecom Analyst,Telecom Analyst,2025-02-14,2025-03-08,2025-04-07,Telecommunications,M’sila,Licence,15,Internship,8,"Microwave Engineering, LTE/4G/5G Optimization, Telecom Project Management, Fiber Optic Technology, VoIP Systems, Network Monitoring Tools",0,1,87000
626,Clinical Researcher,Clinical Researcher,2025-04-23,2025-05-05,2025-06-04,Healthcare,Sétif,Ingénieur d'État,18,Internship,8,"Digital Therapeutics, Stem Cell Research, AI Diagnostics, Health Economics, Surgical Robotics, Medical Simulation, Mental Health Apps",0,1,69000
627,Grid Integration Specialist,Wind Turbine Engineer,2025-03-11,2025-03-30,2025-04-29,Renewable Energy,Béjaïa,Ingénieur d'État,18,Internship,10,"Energy Policy, Renewable Energy Economics, Load Flow Analysis, Energy Efficiency Auditing, Sustainable Design, Battery Storage Systems, Green Building Codes",0,1,108000
628,Grid Integration Specialist,Energy Auditor,2025-04-11,2025-04-14,2025-05-14,Renewable Energy,Annaba,Doctorat,20,Alternance,5,"Energy Management Systems, Energy Simulation, Renewable Energy Site Assessment, Energy Policy, Grid Integration, Green Building Codes, Renewable Energy Economics, Power Purchase Agreements (PPAs)",0,1,124000
629,Risk Manager,Portfolio Manager,2025-04-30,2025-05-15,2025-06-14,Finance,Sétif,Baccalaureate,12,Alternance,6,"Crowdfunding, Actuarial Science, Financial Cybersecurity, Treasury Management, Portfolio Management, Behavioral Finance",0,1,73000
630,Site Manager,Safety Officer,2025-04-30,2025-05-25,2025-06-24,Construction,Algiers,Licence,15,Alternance,4,"IoT for Smart Buildings, CAD (AutoCAD), Land Surveying, Green Certifications, Stakeholder Collaboration, Energy Efficiency",0,1,66000
631,Supply Chain Analyst,Supply Chain Analyst,2025-03-15,2025-03-30,2025-04-29,Transport & Logistics,Tipaza,Doctorat,20,CDD,6,"Fleet Management, Route Optimization, EDI Integration, Shipment Tracking, Cold Chain Logistics, Inventory Control, TMS Software, Distribution Strategy, Transportation Modeling, Logistics Planning, Last-Mile Delivery, Freight Forwarding, Supply Chain Optimization, Reverse Logistics, Customs Compliance",8,9,90000
632,Avionics Engineer,Avionics Engineer,2025-04-08,2025-05-01,2025-05-31,Aerospace & Defense,Algiers,Doctorat,20,Alternance,8,"Flight Control Systems, Ground Control Systems, Aerospace Materials, Avionics Systems, Mission Planning, Weapon Systems Integration, DO-178C Certification, Aerodynamics Simulation, Unmanned Aerial Systems",0,2,175000
633,Marketplace Coordinator,UX/UI Designer,2025-05-02,2025-05-28,2025-06-27,E-Commerce,Chlef,Doctorat,20,Internship,7,"AI Personalization, AR/VR Try-Ons, Customer Lifetime Value (CLV), Fraud Detection, Headless Commerce, Mobile App Development (React Native), Dynamic Pricing, Supply Chain Analytics",0,1,96000
634,Clinical Researcher,Registered Nurse,2025-02-10,2025-03-11,2025-04-10,Healthcare,Bejaïa,Baccalaureate,12,Internship,8,"Pharmacy Automation, Wearable Tech, Medical Coding, Medical Device Regulation, Health Economics, VR Therapy",0,1,53000
635,Hotel Manager,Tour Guide,2025-02-13,2025-02-24,2025-03-26,Tourism & Hospitality,Constantine,Master,17,Freelance,1,"Destination Management, Hospitality Branding, Event Management, Travel Regulations, Airline Reservations, Guest Services, Food & Beverage Management, Culinary Arts, Revenue Management, Hospitality Marketing, Hospitality Accounting, Cultural Tourism, Sustainable Tourism, Tour Guiding",6,9,60000
636,Software Engineer,Data Scientist,2025-04-09,2025-04-22,2025-05-22,Information Technology,Sétif,Baccalaureate,12,Alternance,1,"IaC, Computer Vision, GitLab, IPS, Stable Diffusion, Git, Spark",0,2,92000
637,Quality Assurance Officer,Fishery Inspector,2025-03-01,2025-03-05,2025-04-04,Fisheries,Adrar,Baccalaureate,12,Internship,7,"Cold Chain for Seafood, Water Quality Management, Net Design, Aquaponics, Fish Nutrition, Marine Biology",0,1,30000
638,Clinical Researcher,Health Informatics Specialist,2025-03-21,2025-03-25,2025-04-24,Healthcare,Tébessa,Doctorat,20,CDI,9,"Rehabilitation Tech, Medical Imaging (MRI/CT), Epidemiology, Infection Control, Telemedicine, Pharmacy Automation, Health Insurance, Health Informatics, Biomedical Engineering, Precision Medicine, VR Therapy, Digital Therapeutics, Medical Coding, Medical Simulation, Medical Device Regulation",8,11,80000
639,Risk Manager,Risk Manager,2025-04-21,2025-04-25,2025-05-25,Finance,Tébessa,Licence,15,CDI,10,"Credit Analysis, Regulatory Compliance (SOX), Tax Strategy, Insurtech, M&A, Risk Management (FRM), Portfolio Management, Quantitative Finance",2,3,94000
640,Avionics Engineer,Avionics Engineer,2025-03-22,2025-03-30,2025-04-29,Aerospace & Defense,Biskra,Licence,15,CDD,8,"Military Standards (MIL-STD), CAD for Aerospace, Aerospace Materials, ITAR Compliance, Reliability Engineering, Jet Propulsion, Defense Contracting, Avionics Systems",2,3,142000
641,Health Informatics Specialist,Registered Nurse,2025-04-15,2025-04-29,2025-05-29,Healthcare,Blida,Master,17,Alternance,5,"Health Insurance, Population Health, Health Economics, Wearable Tech, Infection Control, VR Therapy, Biomedical Engineering, Precision Medicine",0,2,74000
642,Merchandiser,Inventory Coordinator,2025-05-05,2025-05-06,2025-06-05,Retail,Oran,Baccalaureate,12,Internship,1,"AR Shopping, Visual Merchandising, Cashierless Checkout, CRM (Salesforce), Blockchain, E-Commerce Integration",0,1,36000
643,RF Technician,RF Technician,2025-02-11,2025-02-26,2025-03-28,Telecommunications,Oran,Licence,15,CDD,5,"Telecom Regulations, QoS Management, Network Provisioning, Telecom Billing Systems, Spectrum Management, Telecom Project Management, Network Monitoring Tools, VoIP Systems, RF Engineering",2,4,96000
644,Fishery Inspector,Fishery Inspector,2025-04-25,2025-04-27,2025-05-27,Fisheries,Constantine,Licence,15,Alternance,8,"Water Quality Management, Fisheries Regulations, Fish Disease Management, Net Design, Fisheries Data Analysis, Marine Biology, Fisheries Economics",0,2,36000
645,Billing Specialist,Telecom Analyst,2025-03-07,2025-03-24,2025-04-23,Telecommunications,Jijel,Doctorat,20,Internship,7,"Fiber Optic Technology, Network Planning, SDN/NFV, BSS/OSS Systems, IP/MPLS, Microwave Engineering, Telecom Regulations, 5G Network Design",0,1,115000
646,Maintenance Engineer,Production Supervisor,2025-03-15,2025-04-04,2025-05-04,Manufacturing,Bejaïa,Ingénieur d'État,18,Internship,6,"Smart Factories, CNC Machining, Production Planning, Additive Manufacturing, Factory Layout, Supply Chain Optimization, Robotics (ROS)",0,1,66000
647,Auditor,Portfolio Manager,2025-02-21,2025-03-04,2025-04-03,Finance,Tipaza,Baccalaureate,12,Internship,8,"Crowdfunding, Algorithmic Trading, Portfolio Management, Risk Management (FRM), Behavioral Finance, ESG Investing",0,1,73000
648,Production Supervisor,Process Technician,2025-03-30,2025-04-19,2025-05-19,Manufacturing,Oran,Doctorat,20,CDI,6,"ERP (SAP), CAD/CAM, Predictive Maintenance, Industrial Cybersecurity, CNC Machining, Safety Standards, Six Sigma, Factory Layout, Quality Control, Digital Twins, Tooling Design, Waste Reduction, Supply Chain Optimization, Additive Manufacturing, Rapid Prototyping",8,15,80000
649,Telecom Analyst,Billing Specialist,2025-04-02,2025-04-10,2025-05-10,Telecommunications,Annaba,Licence,15,Freelance,8,"Network Monitoring Tools, Spectrum Management, LTE/4G/5G Optimization, VSAT Systems, 5G Network Design, VoIP Systems, Fiber Optic Technology, Telecom Project Management, Carrier Ethernet",2,4,96000
650,E-Commerce Manager,Marketplace Coordinator,2025-02-23,2025-03-03,2025-04-02,E-Commerce,Algiers,Master,17,Internship,1,"API Integration (REST/SOAP), Heatmap Analysis, A/B Testing, Dynamic Pricing, Supply Chain Analytics, Customer Segmentation, Inventory Forecasting",0,1,90000
651,Farm Manager,Agri-Tech Developer,2025-02-14,2025-03-15,2025-04-14,Agriculture,Annaba,No Formal Education,0,Internship,5,"AgriTech Solutions, Agricultural Policy, Soil Science",0,1,24000
652,Defense Analyst,Avionics Engineer,2025-05-02,2025-05-20,2025-06-19,Aerospace & Defense,El Oued,Master,17,CDI,10,"Weapon Systems Integration, Satellite Communications, DO-178C Certification, Jet Propulsion, Flight Control Systems, Ground Control Systems, Aerospace Materials, Defense Contracting, ITAR Compliance, Systems Engineering, Military Standards (MIL-STD), Reliability Engineering, Mission Planning",6,7,180000
653,Medical Technologist,Medical Technologist,2025-04-08,2025-04-19,2025-05-19,Healthcare,Biskra,Licence,15,CDI,1,"Precision Medicine, Surgical Robotics, Health Informatics, Pharmacy Automation, VR Therapy, Genomics, Rehabilitation Tech, Clinical Trials",2,3,65000
654,Portfolio Manager,Auditor,2025-03-27,2025-04-24,2025-05-24,Finance,Blida,Licence,15,Freelance,1,"Crowdfunding, Risk Management (FRM), Financial AI, Capital Markets, Robo-Advisors, IPO Preparation, Private Equity, Portfolio Management",2,3,94000
655,Defense Analyst,Systems Engineer,2025-02-20,2025-03-03,2025-04-02,Aerospace & Defense,Annaba,Doctorat,20,Alternance,2,"Systems Engineering, CAD for Aerospace, Aerospace Materials, Military Standards (MIL-STD), Aerodynamics Simulation, Unmanned Aerial Systems, Reliability Engineering, ITAR Compliance",0,1,172000
656,Sound Designer,VFX Artist,2025-03-23,2025-04-04,2025-05-04,Media & Entertainment,Blida,Master,17,CDI,8,"Sports Broadcasting, Newsroom Automation, Sound Design (Pro Tools), Audience Analytics (Nielsen), Crisis Communication, CDN Management, Localization/Dubbing, 3D Animation (Maya/Blender), AR/VR Content, Gaming Engines (Unity), Influencer Partnerships, Color Grading (DaVinci Resolve), Digital Journalism, Media Planning, Live Streaming (Twitch)",6,10,80000
657,Network Engineer,RF Technician,2025-03-23,2025-04-04,2025-05-04,Telecommunications,Blida,Licence,15,Alternance,1,"QoS Management, Fiber Optic Technology, Carrier Ethernet, Spectrum Management, Telecom Billing Systems, RF Engineering",0,1,87000
658,Risk Manager,Risk Manager,2025-04-12,2025-04-12,2025-05-12,Finance,Constantine,Ingénieur d'État,18,CDI,3,"Forex, CBDCs, Robo-Advisors, Private Equity, Actuarial Science, Tax Strategy, Economic Forecasting, ESG Investing, Financial Modeling, Financial Cybersecurity, IPO Preparation, Crowdfunding",4,6,116000
659,Safety Officer,Site Manager,2025-05-05,2025-05-27,2025-06-26,Construction,Béjaïa,Master,17,Alternance,3,"Prefabrication, Drone Surveying, Safety Standards, Procore Software, Project Management (Primavera), Cost Estimation, Construction Robotics",0,1,81000
660,Systems Engineer,Avionics Engineer,2025-05-05,2025-05-18,2025-06-17,Aerospace & Defense,Biskra,Doctorat,20,Internship,5,"Ground Control Systems, Aerodynamics Simulation, Aerospace Materials, Military Standards (MIL-STD), Unmanned Aerial Systems, ITAR Compliance, DO-178C Certification, Defense Contracting",0,1,172000
661,Data Scientist,Data Scientist,2025-04-13,2025-05-09,2025-06-08,Information Technology,Annaba,Doctorat,20,CDI,2,"Vue.js, Elasticsearch, PostgreSQL, Firebase, Kubernetes, Datadog, Power BI, Ethical Hacking, VPNs, Ansible, Serverless Computing, Matplotlib, Spark, AKS, Scikit-learn",8,13,150000
662,Formulation Scientist,Regulatory Affairs Specialist,2025-02-22,2025-02-25,2025-03-27,Pharmaceuticals,Algiers,Doctorat,20,Internship,1,"GMP Compliance, Drug Formulation, Clinical Trials Management, Stability Testing, Quality Assurance (QA), HPLC, Pharmaceutical Sales, Batch Record Review",0,1,134000
663,Health Informatics Specialist,Health Informatics Specialist,2025-03-21,2025-04-06,2025-05-06,Healthcare,Annaba,Master,17,Alternance,5,"AI Drug Discovery, Biomedical Engineering, Infection Control, Remote Monitoring, Health Insurance, Pharmacy Automation, VR Therapy",0,1,73000
664,Billing Specialist,Billing Specialist,2025-04-05,2025-04-19,2025-05-19,Telecommunications,Oran,Ingénieur d'État,18,Alternance,5,"5G Network Design, VSAT Systems, BSS/OSS Systems, Network Provisioning, Mobile Core Networks, QoS Management, Network Planning, Fiber Optic Technology",0,2,102000
665,Quantity Surveyor,Quantity Surveyor,2025-04-10,2025-04-30,2025-05-30,Construction,Medea,Ingénieur d'État,18,Alternance,2,"Road Engineering, Green Certifications, Geotechnical Engineering, Drone Surveying, Land Surveying, BIM (Revit), Lean Construction, IoT for Smart Buildings",0,2,78000
666,Mine Engineer,Blasting Technician,2025-04-15,2025-04-27,2025-05-27,Mining,Blida,Doctorat,20,Alternance,3,"Underground Mining Techniques, Blasting Techniques, Mineral Exploration, Mining Economics, Mine Ventilation, Surface Mining, Mine Planning, GIS for Mining",0,1,152000
667,QA Analyst,QA Analyst,2025-03-23,2025-04-06,2025-05-06,Pharmaceuticals,Bejaïa,Licence,15,Freelance,1,"Sterile Manufacturing, CMC Documentation, HPLC, Regulatory Affairs, Clinical Trials Management, Analytical Chemistry, Batch Record Review, Formulation Development, GLP Standards",2,5,114000
668,Fishery Inspector,Quality Assurance Officer,2025-02-26,2025-03-16,2025-04-15,Fisheries,Tizi Ouzou,Master,17,CDD,4,"Fisheries Regulations, Fisheries Economics, Bycatch Reduction, Sustainable Fishing Techniques, Fish Nutrition, GPS for Fishing, Water Quality Management, Marine Biology, Cold Chain for Seafood, Fish Disease Management, Hatchery Operations, Aquaculture Management, Fish Stock Assessment, Fisheries Data Analysis",6,8,50000
669,Guest Services Manager,Tour Guide,2025-04-30,2025-05-23,2025-06-22,Tourism & Hospitality,M’sila,Licence,15,CDI,9,"Hospitality Marketing, Culinary Arts, Front Office Operations, Travel Itinerary Planning, Hospitality Accounting, Tourism Policy, Revenue Management, Cultural Tourism",2,3,47000
670,Urban Planner,Procurement Officer,2025-02-17,2025-02-28,2025-03-30,Public Sector,Saïda,Baccalaureate,12,CDI,10,"Public Health Policy, Citizen Engagement, Social Program Management, Government Procurement, Public Finance, Freedom of Information",0,1,43000
671,Irrigation Specialist,Agri-Tech Developer,2025-03-16,2025-04-12,2025-05-12,Agriculture,Blida,Licence,15,CDI,1,"Hydroponics, Agroforestry, Farm Machinery, Livestock Management, Agrochemical Knowledge, Crop Management, Sustainable Farming, Genetically Modified Crops",2,3,39000
672,Agri-Tech Developer,Farm Manager,2025-03-13,2025-04-09,2025-05-09,Agriculture,Oran,Master,17,CDI,10,"Genetically Modified Crops, Hydroponics, Livestock Management, Sustainable Farming, Crop Management, Pest Control Strategies, Agricultural Policy, Seed Technology, Farm Machinery, Agricultural Supply Chains, Post-Harvest Technology, Agrochemical Knowledge, Precision Agriculture, Agricultural Economics",6,8,50000
673,Medical Technologist,Registered Nurse,2025-03-07,2025-03-21,2025-04-20,Healthcare,Bejaïa,Baccalaureate,12,Freelance,7,"Surgical Robotics, VR Therapy, Rehabilitation Tech, Health Economics, Medical Simulation, Genomics, Biomedical Engineering",0,2,54000
674,Flight Test Engineer,Systems Engineer,2025-02-09,2025-02-28,2025-03-30,Aerospace & Defense,Annaba,Master,17,Internship,6,"Radar Systems, Satellite Communications, Aerodynamics Simulation, Weapon Systems Integration, ITAR Compliance, DO-178C Certification, Jet Propulsion",0,1,162000
675,Marine Biologist,Quality Assurance Officer,2025-03-05,2025-03-05,2025-04-04,Fisheries,Constantine,Ingénieur d'État,18,CDD,5,"Seafood Traceability, Fisheries Data Analysis, Hatchery Operations, Biosecurity in Aquaculture, Cold Chain for Seafood, Aquaculture Management, Fish Stock Assessment, Sustainable Fishing Techniques, Net Design, Fisheries Economics, Fisheries Regulations, Fish Nutrition",4,7,49000
676,Hotel Manager,Tour Guide,2025-04-02,2025-04-04,2025-05-04,Tourism & Hospitality,Oran,No Formal Education,0,Alternance,7,"Hospitality Software (Opera), Guest Services, Hospitality Accounting, Revenue Management",0,2,30000
677,Production Supervisor,Maintenance Engineer,2025-05-06,2025-06-04,2025-07-04,Manufacturing,Annaba,Ingénieur d'État,18,CDI,4,"Industrial Automation (PLC), MES Systems, Quality Control, Tooling Design, Robotics Programming, Rapid Prototyping, Waste Reduction, Supply Chain Resilience, Factory Layout, Sustainable Practices, CNC Machining, ERP (SAP)",4,7,79000
678,Software Engineer,Cybersecurity Analyst,2025-04-20,2025-05-14,2025-06-13,Information Technology,M’sila,Ingénieur d'État,18,Alternance,9,"Kubernetes, AKS, Hadoop, ISO 27001, Generative AI, Scikit-learn, GDPR, PowerShell",0,2,128000
679,Formulation Scientist,Formulation Scientist,2025-04-28,2025-05-11,2025-06-10,Pharmaceuticals,Blida,Master,17,Alternance,6,"Stability Testing, Sterile Manufacturing, Drug Formulation, Pharmacovigilance, Pharmaceutical Sales, Preclinical Research, Quality Assurance (QA), Clinical Trials Management",0,2,128000
680,Wind Turbine Engineer,Grid Integration Specialist,2025-04-23,2025-05-04,2025-06-03,Renewable Energy,Batna,Licence,15,Internship,10,"Load Flow Analysis, Green Building Codes, Battery Storage Systems, Inverter Technology, Solar PV Systems, Renewable Energy Forecasting",0,1,92000
681,Procurement Officer,Policy Analyst,2025-04-06,2025-04-23,2025-05-23,Public Sector,Sétif,Baccalaureate,12,Freelance,10,"Citizen Engagement, E-Government Solutions, Legislative Drafting, Government Auditing, Government CRM, Social Program Management, Open Data Platforms",0,2,44000
682,Environmental Compliance Officer,Geologist,2025-02-28,2025-03-09,2025-04-08,Mining,Biskra,No Formal Education,0,Alternance,1,"Mine Reclamation, Geological Mapping, Rock Mechanics",0,1,72000
683,Medical Technologist,Medical Technologist,2025-04-08,2025-04-20,2025-05-20,Healthcare,Constantine,Baccalaureate,12,Internship,2,"Telemedicine, Epidemiology, Stem Cell Research, Medical Coding, Rehabilitation Tech, Medical Simulation",0,1,53000
