job_Id,job title,department,date posted,application deadline,valid through,sector,job location,education requirement,edu_value,type of contract,available posts,technical_skills,experience_min_req,experience_max_req,salary
462,Academic Advisor,Academic Advisor,2025-02-18,2025-02-27,2025-03-29,Education,Constantine,Master,17,CDI,4,"Early Childhood Education, Teacher Training, School Administration, Classroom Management, STEM Education, Andragogy",6,9,60000
463,Medical Technologist,Clinical Researcher,2025-03-09,2025-03-14,2025-04-13,Healthcare,Annaba,Licence,15,Alternance,9,,0,2,62000
464,Portfolio Manager,Portfolio Manager,2025-04-20,2025-05-16,2025-06-15,Finance,Oran,Ingénieur d'État,19,Internship,3,"Excel, QuickBooks, R, Blockchain, Power BI, Python",0,1,101000
465,Billing Specialist,Billing Specialist,2025-04-22,2025-04-30,2025-05-30,Telecommunications,Algiers,Doctorat,20,CDD,2,,8,13,120000
466,Teacher,Curriculum Developer,2025-02-25,2025-03-07,2025-04-06,Education,Biskra,Doctorat,20,Internship,2,"Collaborative Learning, Inquiry-Based Learning, Teacher Training, Data-Driven Instruction, Multicultural Education",0,1,58000
467,Grid Integration Specialist,Grid Integration Specialist,2025-04-19,2025-05-12,2025-06-11,Renewable Energy,Oran,Master,17,CDI,9,,6,8,130000
468,Maintenance Engineer,Process Technician,2025-03-05,2025-04-02,2025-05-02,Manufacturing,Saïda,Doctorat,20,CDD,5,"Digital Twin, Lean Six Sigma, MES, Python",8,12,80000
469,Agronomist,Agri-Tech Developer,2025-04-21,2025-05-16,2025-06-15,Agriculture,Laghouat,Master,17,Alternance,2,"Agricultural Data Science, Silviculture, Seed Technology, Agricultural Policy, Agroforestry, Agricultural Economics",0,1,45000
470,Risk Manager,Risk Manager,2025-04-05,2025-04-18,2025-05-18,Finance,Algiers,Ingénieur d'État,19,CDD,9,"QuickBooks, SQL, Python, Risk Analysis Tools",4,8,120000
471,Registered Nurse,Health Informatics Specialist,2025-02-16,2025-02-25,2025-03-27,Healthcare,Annaba,Ingénieur d'État,19,Alternance,1,,0,1,69000
472,Supply Chain Analyst,Customs Compliance Officer,2025-03-07,2025-03-18,2025-04-17,Transport & Logistics,Sétif,No Formal Education,0,CDI,7,,0,1,42000
473,Drilling Supervisor,HSE Specialist,2025-03-14,2025-03-22,2025-04-21,Energy & Petroleum,Annaba,Doctorat,20,Internship,6,"Hydraulic Fracturing, Computational Fluid Dynamics, Carbon Capture, Supply Chain Management, Directional Drilling, Enhanced Oil Recovery",0,1,190000
474,Clinical Trials Manager,Formulation Scientist,2025-03-08,2025-03-08,2025-04-07,Pharmaceuticals,Annaba,Licence,15,CDD,5,,2,4,112000
475,Procurement Officer,Urban Planner,2025-04-16,2025-05-11,2025-06-10,Public Sector,El Oued,Doctorat,20,Internship,3,,0,1,67000
476,Clinical Trials Manager,QA Analyst,2025-02-19,2025-03-04,2025-04-03,Pharmaceuticals,Adrar,Master,17,Freelance,8,,6,8,140000
477,Medical Technologist,Medical Technologist,2025-02-11,2025-02-13,2025-03-15,Healthcare,Oran,Licence,15,Internship,1,,0,1,61000
478,Quality Assurance Officer,Marine Biologist,2025-04-01,2025-04-15,2025-05-15,Fisheries,Blida,Baccalaureate,12,Freelance,7,"Mariculture, Fishing Gear, GIS Applications, Value Addition, Market Analysis",0,2,30000
479,SEO Specialist,E-Commerce Manager,2025-04-15,2025-04-21,2025-05-21,E-Commerce,Algiers,No Formal Education,0,Freelance,4,,0,1,48000
480,Telecom Analyst,Network Engineer,2025-04-09,2025-05-02,2025-06-01,Telecommunications,Oran,Baccalaureate,12,Alternance,3,,0,2,74000
481,Site Manager,Site Manager,2025-02-16,2025-02-16,2025-03-18,Construction,Annaba,Baccalaureate,12,Internship,2,,0,1,56000
482,Energy Auditor,Energy Auditor,2025-04-03,2025-04-16,2025-05-16,Renewable Energy,Sétif,Doctorat,20,CDI,7,,8,12,130000
483,Agri-Tech Developer,Agri-Tech Developer,2025-03-24,2025-04-16,2025-05-16,Agriculture,El Oued,Master,17,Freelance,4,"Food Safety, Soil Science, Farm Automation, Livestock Management",6,8,50000
484,Software Engineer,Data Scientist,2025-03-21,2025-04-06,2025-05-06,Information Technology,Sétif,No Formal Education,0,CDD,5,"Rust, CI/CD, Web Development, R, MATLAB",0,1,71000
485,Event Coordinator,Event Coordinator,2025-02-24,2025-02-26,2025-03-28,Tourism & Hospitality,Oran,Doctorat,20,Alternance,5,,0,2,58000
486,Marine Biologist,Fishery Inspector,2025-03-03,2025-03-26,2025-04-25,Fisheries,M’sila,Baccalaureate,12,Freelance,5,"Seafood Marketing, Aquaculture, Supply Chain, Marine Protected Areas, Fish Husbandry, Navigation",0,1,30000
487,Portfolio Manager,Risk Manager,2025-02-18,2025-02-21,2025-03-23,Finance,Constantine,Licence,15,Alternance,8,"Excel, Blockchain, QuickBooks, Financial Modeling, R",0,1,87000
488,VFX Artist,Content Producer,2025-03-17,2025-04-09,2025-05-09,Media & Entertainment,Tébessa,Doctorat,20,Internship,2,"Motion Graphics, Entertainment Law, Broadcast Engineering, Social Media Management, Audience Analytics",0,1,76000
489,Sound Designer,Content Producer,2025-02-14,2025-03-14,2025-04-13,Media & Entertainment,Algiers,No Formal Education,0,CDI,9,"Stunt Coordination, Sound Design, Media Distribution, Film Financing",0,1,36000
490,Billing Specialist,RF Technician,2025-04-09,2025-04-11,2025-05-11,Telecommunications,Blida,Baccalaureate,12,Alternance,5,,0,1,73000
491,Software Engineer,Data Scientist,2025-02-21,2025-02-28,2025-03-30,Information Technology,Jijel,Ingénieur d'État,19,CDD,6,"Cybersecurity, R, Database Design, Blockchain, Java",4,8,150000
492,Tour Guide,Tour Guide,2025-04-26,2025-05-23,2025-06-22,Tourism & Hospitality,Jijel,Master,17,Freelance,10,,6,8,60000
493,Quality Assurance Officer,Quality Assurance Officer,2025-03-08,2025-03-12,2025-04-11,Fisheries,Algiers,No Formal Education,0,Alternance,7,"Ecosystem Management, Vessel Operations, Regulatory Compliance, Community Fisheries, Traceability, Aquaponics",0,1,24000
494,Digital Services Manager,Digital Services Manager,2025-03-03,2025-03-08,2025-04-07,Public Sector,Tlemcen,Doctorat,20,Freelance,3,,8,12,70000
495,HSE Specialist,Reservoir Engineer,2025-04-02,2025-04-22,2025-05-22,Energy & Petroleum,Oran,Licence,15,CDI,6,"Process Safety, Workover Operations, Completion Design, Directional Drilling",2,4,154000
496,Aquaculture Technician,Quality Assurance Officer,2025-04-06,2025-05-04,2025-06-03,Fisheries,Sétif,No Formal Education,0,CDI,10,"Fisheries Technology, Mariculture, Marine Ecology, Shellfish Farming",0,1,24000
497,Software Engineer,Software Engineer,2025-04-24,2025-05-04,2025-06-03,Information Technology,Khenchela,Baccalaureate,12,CDD,8,"Bash, CI/CD, Web Development, PowerShell, Object-Oriented Programming",0,2,92000
498,E-Commerce Manager,SEO Specialist,2025-04-23,2025-05-18,2025-06-17,E-Commerce,Souk Ahras,Baccalaureate,12,CDI,7,,0,2,61000
499,Project Engineer,Safety Officer,2025-03-15,2025-04-05,2025-05-05,Construction,Algiers,Baccalaureate,12,Internship,3,,0,1,56000
500,Customs Compliance Officer,Supply Chain Analyst,2025-05-06,2025-05-27,2025-06-26,Transport & Logistics,Batna,No Formal Education,0,CDI,2,,0,1,42000
501,Hotel Manager,Event Coordinator,2025-03-07,2025-04-04,2025-05-04,Tourism & Hospitality,Annaba,Master,17,CDD,1,,6,7,60000
502,Supply Chain Analyst,Logistics Manager,2025-03-20,2025-04-03,2025-05-03,Transport & Logistics,Bejaïa,Ingénieur d'État,19,Alternance,2,,0,1,75000
503,Data Scientist,Data Scientist,2025-04-03,2025-04-05,2025-05-05,Information Technology,Constantine,Master,17,Alternance,10,"PowerShell, MATLAB, PHP, UI/UX Design",0,2,136000
504,Hotel Manager,Tour Guide,2025-04-07,2025-04-11,2025-05-11,Tourism & Hospitality,Laghouat,No Formal Education,0,CDI,3,,0,1,29000
505,Financial Analyst,Auditor,2025-04-22,2025-05-02,2025-06-01,Finance,Sétif,Ingénieur d'État,19,CDI,2,"Tableau, R, Python, Power BI, Excel",4,7,118000
506,Safety Officer,Quantity Surveyor,2025-04-08,2025-04-18,2025-05-18,Construction,Chlef,Master,17,Freelance,6,,6,10,90000
507,Quality Assurance Officer,Aquaculture Technician,2025-03-04,2025-03-07,2025-04-06,Fisheries,Skikda,Ingénieur d'État,19,Internship,9,"Fish Husbandry, Vessel Operations, Fisheries Policy, Algae Cultivation, Bycatch Reduction",0,1,42000
508,Billing Specialist,RF Technician,2025-02-22,2025-03-05,2025-04-04,Telecommunications,Tipaza,Baccalaureate,12,Freelance,8,,0,2,74000
509,Registered Nurse,Medical Technologist,2025-02-23,2025-03-21,2025-04-20,Healthcare,Algiers,Master,17,Freelance,5,,6,8,80000
510,Risk Manager,Auditor,2025-02-14,2025-02-21,2025-03-23,Finance,Khenchela,Master,17,Internship,9,"R, Blockchain, SQL, QuickBooks, Python, Excel",0,1,108000
511,Geologist,Blasting Technician,2025-02-07,2025-02-26,2025-03-28,Mining,Biskra,No Formal Education,0,CDD,8,,0,1,72000
512,Avionics Engineer,Avionics Engineer,2025-03-22,2025-04-19,2025-05-19,Aerospace & Defense,Annaba,Ingénieur d'État,19,Internship,9,,0,1,152000
513,Production Supervisor,Process Technician,2025-03-24,2025-04-07,2025-05-07,Manufacturing,Tébessa,Ingénieur d'État,19,Internship,6,"Python, ERP, MES, CAD Software, Digital Twin",0,1,66000
514,Tour Guide,Guest Services Manager,2025-02-10,2025-02-21,2025-03-23,Tourism & Hospitality,Béjaïa,Licence,15,Internship,5,,0,1,43000
515,Avionics Engineer,Flight Test Engineer,2025-03-06,2025-03-19,2025-04-18,Aerospace & Defense,Khenchela,Ingénieur d'État,19,CDD,8,,4,5,172000
516,Maintenance Engineer,Maintenance Engineer,2025-04-16,2025-05-08,2025-06-07,Manufacturing,Biskra,Ingénieur d'État,19,CDD,1,"Digital Twin, MES, Python, CAD Software",4,5,76000
517,Fishery Inspector,Quality Assurance Officer,2025-02-13,2025-02-24,2025-03-26,Fisheries,Algiers,Master,17,Internship,3,"Catch Handling, Bycatch Reduction, Cold Storage, Coastal Management, Sustainable Fishing",0,1,45000
518,Environmental Compliance Officer,Blasting Technician,2025-05-07,2025-05-19,2025-06-18,Mining,Constantine,Licence,15,CDD,2,,2,4,125000
519,Risk Manager,Risk Manager,2025-04-24,2025-05-22,2025-06-21,Finance,Sétif,Licence,15,Alternance,4,"Blockchain, SQL, Python, Risk Analysis Tools",0,1,87000
520,Hotel Manager,Hotel Manager,2025-04-12,2025-04-21,2025-05-21,Tourism & Hospitality,Constantine,Licence,15,Freelance,3,,2,4,48000
521,QA Analyst,Formulation Scientist,2025-03-20,2025-03-25,2025-04-24,Pharmaceuticals,Medea,Licence,15,CDD,5,,2,5,114000
522,Irrigation Specialist,Farm Manager,2025-03-31,2025-04-10,2025-05-10,Agriculture,Annaba,Master,17,CDI,9,"Crop Science, Agricultural Policy, Agricultural Biotechnology, Water Management",6,8,50000
523,Energy Auditor,Grid Integration Specialist,2025-04-10,2025-04-17,2025-05-17,Renewable Energy,Laghouat,Doctorat,20,Alternance,7,,0,1,124000
524,Formulation Scientist,Formulation Scientist,2025-05-06,2025-05-18,2025-06-17,Pharmaceuticals,Oran,Doctorat,20,Internship,7,,0,1,134000
525,Irrigation Specialist,Agri-Tech Developer,2025-04-28,2025-05-04,2025-06-03,Agriculture,Algiers,No Formal Education,0,CDD,6,"Regenerative Agriculture, Weather Forecasting, Agricultural Extension, Irrigation Systems",0,1,24000
526,Network Engineer,Network Engineer,2025-02-13,2025-02-15,2025-03-17,Telecommunications,Biskra,Baccalaureate,12,Freelance,4,,0,1,73000
527,Energy Auditor,Solar PV Technician,2025-02-23,2025-03-09,2025-04-08,Renewable Energy,Khenchela,Doctorat,20,Freelance,6,,8,9,130000
528,Mine Engineer,Environmental Compliance Officer,2025-04-05,2025-05-02,2025-06-01,Mining,Sétif,Baccalaureate,12,Internship,1,,0,1,92000
529,Telecom Analyst,Billing Specialist,2025-05-07,2025-05-21,2025-06-20,Telecommunications,Oran,Doctorat,20,Freelance,8,,8,12,120000
530,Content Producer,Sound Designer,2025-03-21,2025-03-27,2025-04-26,Media & Entertainment,Algiers,Doctorat,20,CDI,5,"Talent Management, Virtual Production, OTT Platforms, Lighting Design",8,9,80000
531,RF Technician,Billing Specialist,2025-03-24,2025-04-07,2025-05-07,Telecommunications,Medea,Baccalaureate,12,Alternance,9,,0,2,74000
532,Wind Turbine Engineer,Wind Turbine Engineer,2025-04-15,2025-05-04,2025-06-03,Renewable Energy,Algiers,Licence,15,Internship,1,,0,1,92000
533,Irrigation Specialist,Irrigation Specialist,2025-03-05,2025-03-29,2025-04-28,Agriculture,Tébessa,Doctorat,20,CDD,9,"Seed Technology, Crop Science, Drone Technology, Agroforestry, Remote Sensing",8,10,50000
534,Teacher,Curriculum Developer,2025-03-31,2025-04-23,2025-05-23,Education,Algiers,Master,17,CDD,5,"Educational Leadership, Differentiated Instruction, Python, Bloom's Taxonomy",6,10,60000
535,UX/UI Designer,UX/UI Designer,2025-03-21,2025-03-24,2025-04-23,E-Commerce,Annaba,Licence,15,CDD,7,,2,5,80000
536,Blasting Technician,Geologist,2025-04-06,2025-04-07,2025-05-07,Mining,Algiers,Master,17,CDI,5,,6,10,160000
537,Data Scientist,DevOps Engineer,2025-05-04,2025-05-24,2025-06-23,Information Technology,Algiers,Baccalaureate,12,CDD,6,"Cybersecurity, DevOps, Microservices, C#",0,1,89000
538,HSE Specialist,Reservoir Engineer,2025-04-19,2025-05-04,2025-06-03,Energy & Petroleum,Algiers,Doctorat,20,CDD,8,"Energy Trading, Energy Storage, Energy Policy, Energy Transition",8,15,200000
539,Inventory Coordinator,Merchandiser,2025-04-06,2025-04-18,2025-05-18,Retail,Sétif,Ingénieur d'État,19,CDI,6,"Category Management, Self-Checkout, Live Commerce, Retail Compliance, Retail Expansion",4,8,60000
540,Environmental Compliance Officer,Blasting Technician,2025-02-09,2025-02-13,2025-03-15,Mining,Annaba,Doctorat,20,CDI,4,,8,11,160000
541,Hotel Manager,Guest Services Manager,2025-03-01,2025-03-28,2025-04-27,Tourism & Hospitality,Tébessa,Master,17,Freelance,5,,6,10,60000
542,SEO Specialist,Marketplace Coordinator,2025-04-05,2025-04-06,2025-05-06,E-Commerce,Oran,No Formal Education,0,Internship,5,,0,1,48000
543,Quality Control Inspector,Production Supervisor,2025-04-22,2025-05-05,2025-06-04,Manufacturing,Batna,Baccalaureate,12,CDD,7,"Python, 3D Printing, Digital Twin, Lean Six Sigma",0,2,48000
544,Academic Advisor,Academic Advisor,2025-04-03,2025-04-04,2025-05-04,Education,Biskra,Licence,15,Alternance,7,"Multicultural Education, Bloom's Taxonomy, Classroom Technology, ESL Instruction, Learning Analytics",0,1,46000
545,Environmental Compliance Officer,Geologist,2025-04-22,2025-04-30,2025-05-30,Mining,Béjaïa,Ingénieur d'État,19,CDI,3,,4,7,158000
546,Event Coordinator,Tour Guide,2025-03-24,2025-04-18,2025-05-18,Tourism & Hospitality,Chlef,Licence,15,CDD,10,,2,3,47000
547,Marketplace Coordinator,E-Commerce Manager,2025-04-11,2025-05-02,2025-06-01,E-Commerce,Bejaïa,Master,17,CDI,5,,6,9,100000
548,Procurement Officer,Policy Analyst,2025-05-06,2025-05-19,2025-06-18,Public Sector,Algiers,Baccalaureate,12,CDD,10,,0,1,43000
549,Process Technician,Process Technician,2025-02-24,2025-03-24,2025-04-23,Manufacturing,Constantine,Baccalaureate,12,Alternance,5,"Python, PLC Programming, Digital Twin, Lean Six Sigma, SCADA",0,1,46000
550,Digital Services Manager,Urban Planner,2025-03-21,2025-04-13,2025-05-13,Public Sector,Sétif,Baccalaureate,12,Alternance,8,,0,2,44000
551,Environmental Compliance Officer,Mine Engineer,2025-02-15,2025-03-09,2025-04-08,Mining,Sétif,No Formal Education,0,Alternance,8,,0,1,72000
552,Supply Chain Analyst,Fleet Coordinator,2025-03-12,2025-03-31,2025-04-30,Transport & Logistics,Tiaret,Master,17,CDI,3,,6,9,90000
553,Environmental Compliance Officer,Mine Engineer,2025-03-11,2025-03-26,2025-04-25,Mining,Algiers,No Formal Education,0,CDD,4,,0,1,72000
554,Quality Assurance Officer,Aquaculture Technician,2025-04-13,2025-04-18,2025-05-18,Fisheries,Algiers,Master,17,Freelance,2,"HACCP, Cold Storage, Regulatory Compliance, Disease Management",6,10,50000
555,Quality Control Inspector,Quality Control Inspector,2025-05-01,2025-05-08,2025-06-07,Manufacturing,Constantine,Ingénieur d'État,19,Alternance,4,"Digital Twin, Python, ERP, PLC Programming",0,1,66000
556,Agri-Tech Developer,Agronomist,2025-03-11,2025-03-30,2025-04-29,Agriculture,Annaba,Master,17,Internship,9,"Climate-Smart Agriculture, Agricultural Policy, Irrigation Systems, Seed Technology, Blockchain in Agriculture, GIS Applications",0,1,45000
557,Content Producer,Sound Designer,2025-04-15,2025-05-09,2025-06-08,Media & Entertainment,Oran,No Formal Education,0,Internship,4,"Festival Management, NFTs in Entertainment, Media Archiving, Entertainment Law",0,1,36000
558,Logistics Manager,Supply Chain Analyst,2025-03-06,2025-03-25,2025-04-24,Transport & Logistics,Sétif,No Formal Education,0,Alternance,10,,0,2,43000
559,Marketplace Coordinator,UX/UI Designer,2025-04-26,2025-05-22,2025-06-21,E-Commerce,Batna,Baccalaureate,12,Freelance,1,,0,2,61000
560,Procurement Officer,Urban Planner,2025-02-10,2025-03-04,2025-04-03,Public Sector,Algiers,Baccalaureate,12,CDI,8,,0,2,44000
561,Grid Integration Specialist,Solar PV Technician,2025-02-15,2025-03-02,2025-04-01,Renewable Energy,Adrar,Licence,15,Internship,7,,0,1,92000
562,Billing Specialist,Network Engineer,2025-03-03,2025-03-18,2025-04-17,Telecommunications,Blida,Licence,15,CDI,10,,2,4,96000
563,Auditor,Financial Analyst,2025-02-18,2025-03-09,2025-04-08,Finance,Biskra,Ingénieur d'État,19,Alternance,4,"SQL, QuickBooks, Power BI, R, Blockchain, Financial Modeling",0,2,102000
564,Maintenance Engineer,Maintenance Engineer,2025-05-01,2025-05-25,2025-06-24,Manufacturing,Blida,Master,17,Freelance,6,"Digital Twin, CAD Software, ERP, 3D Printing, MES",6,7,80000
565,Site Manager,Project Engineer,2025-04-28,2025-04-28,2025-05-28,Construction,M’sila,Doctorat,20,Internship,2,,0,1,86000
566,Reservoir Engineer,Reservoir Engineer,2025-04-11,2025-05-07,2025-06-06,Energy & Petroleum,M’sila,Licence,15,CDD,4,"Process Optimization, Oilfield Chemicals, Subsea Engineering, Drilling Engineering, Seismic Interpretation, Petroleum Geology",2,5,158000
567,Billing Specialist,Billing Specialist,2025-03-23,2025-04-12,2025-05-12,Telecommunications,Algiers,Baccalaureate,12,Alternance,7,,0,2,74000
568,Merchandiser,Store Manager,2025-02-12,2025-02-21,2025-03-23,Retail,Blida,Master,17,Freelance,6,"Planogramming, Retail Compliance, E-Commerce, Private Label Development, Category Management, Dark Store Operations",6,7,60000
569,Avionics Engineer,Defense Analyst,2025-03-29,2025-04-15,2025-05-15,Aerospace & Defense,Algiers,Doctorat,20,CDI,6,,8,12,180000
570,Hotel Manager,Tour Guide,2025-04-08,2025-05-02,2025-06-01,Tourism & Hospitality,Oran,Doctorat,20,CDI,3,,8,13,60000
571,Agri-Tech Developer,Farm Manager,2025-04-08,2025-04-29,2025-05-29,Agriculture,Chlef,No Formal Education,0,CDD,4,"Livestock Management, Farm Management Software, Dairy Science, Water Management",0,1,24000
572,Telecom Analyst,Telecom Analyst,2025-04-21,2025-04-23,2025-05-23,Telecommunications,Tlemcen,Ingénieur d'État,19,Internship,5,,0,1,101000
573,Tour Guide,Event Coordinator,2025-02-26,2025-03-10,2025-04-09,Tourism & Hospitality,Chlef,Doctorat,20,Alternance,10,,0,2,58000
574,Farm Manager,Agri-Tech Developer,2025-04-01,2025-04-07,2025-05-07,Agriculture,Saïda,Ingénieur d'État,19,Freelance,5,"Aquaponics, Regenerative Agriculture, Hydroponics, Agricultural Policy, Livestock Management",4,6,48000
575,Solar PV Technician,Energy Auditor,2025-03-06,2025-03-27,2025-04-26,Renewable Energy,Adrar,Ingénieur d'État,19,Internship,7,,0,1,108000
576,VFX Artist,VFX Artist,2025-05-03,2025-05-26,2025-06-25,Media & Entertainment,Souk Ahras,Baccalaureate,12,Alternance,8,"Event Production, Color Grading, Makeup Artistry, 3D Animation",0,2,48000
577,Site Manager,Safety Officer,2025-02-18,2025-02-19,2025-03-21,Construction,Algiers,Doctorat,20,CDD,2,,8,12,90000
578,Defense Analyst,Defense Analyst,2025-04-09,2025-05-08,2025-06-07,Aerospace & Defense,Mostaganem,Master,17,Internship,3,,0,1,162000
579,Curriculum Developer,Academic Advisor,2025-04-25,2025-05-06,2025-06-05,Education,Laghouat,Ingénieur d'État,19,CDI,10,"Instructional Design, Educational Technology, Scratch, Academic Research",4,7,59000
580,Academic Advisor,Academic Advisor,2025-04-16,2025-04-23,2025-05-23,Education,Constantine,Baccalaureate,12,Freelance,5,"Special Needs Education, Project-Based Learning, 3D Printing, Student Assessment, Pedagogy, Lesson Planning",0,1,40000
581,Medical Technologist,Registered Nurse,2025-03-09,2025-04-04,2025-05-04,Healthcare,Algiers,Doctorat,20,Alternance,4,,0,1,77000
582,Production Supervisor,Production Supervisor,2025-02-08,2025-03-06,2025-04-05,Manufacturing,M’sila,Ingénieur d'État,19,Internship,5,"Lean Six Sigma, SCADA, CAD Software, PLC Programming",0,1,66000
583,RF Technician,Telecom Analyst,2025-03-18,2025-03-22,2025-04-21,Telecommunications,Batna,Master,17,Alternance,2,,0,2,110000
584,Environmental Compliance Officer,Geologist,2025-02-28,2025-03-05,2025-04-04,Mining,Annaba,Licence,15,Internship,3,,0,1,112000
585,VFX Artist,Content Producer,2025-03-23,2025-03-28,2025-04-27,Media & Entertainment,Constantine,No Formal Education,0,Internship,5,"DJing, Cinematography, Virtual Production, 3D Animation",0,1,36000
586,Process Technician,Process Technician,2025-04-10,2025-04-17,2025-05-17,Manufacturing,Tizi Ouzou,Master,17,Freelance,9,"PLC Programming, 3D Printing, MES, SCADA, Lean Six Sigma, Robotics",6,7,80000
587,Fishery Inspector,Quality Assurance Officer,2025-03-27,2025-04-10,2025-05-10,Fisheries,Bouira,Master,17,Internship,4,"Marine Safety, Food Safety, Export Compliance, Regulatory Compliance, Quality Control, Fisheries Extension",0,1,45000
588,Billing Specialist,Billing Specialist,2025-03-28,2025-04-10,2025-05-10,Telecommunications,M’sila,Master,17,Internship,5,,0,1,108000
589,Wind Turbine Engineer,Solar PV Technician,2025-03-19,2025-04-11,2025-05-11,Renewable Energy,Bejaïa,Ingénieur d'État,19,Alternance,9,,0,2,110000
590,DevOps Engineer,Data Scientist,2025-03-24,2025-04-04,2025-05-04,Information Technology,Sétif,Licence,15,Internship,4,"R, Python, C++, HTML, Linux",0,1,107000
591,Auditor,Auditor,2025-03-23,2025-04-18,2025-05-18,Finance,Algiers,Licence,15,CDD,1,"Excel, SQL, Power BI, Tableau",2,4,96000
592,Wind Turbine Engineer,Solar PV Technician,2025-02-21,2025-03-11,2025-04-10,Renewable Energy,Tizi Ouzou,Ingénieur d'État,19,Alternance,5,,0,1,108000
593,Clinical Trials Manager,Regulatory Affairs Specialist,2025-02-25,2025-03-26,2025-04-25,Pharmaceuticals,Tlemcen,Doctorat,20,Freelance,8,,8,12,140000
594,RF Technician,Network Engineer,2025-03-28,2025-04-03,2025-05-03,Telecommunications,Oran,Doctorat,20,CDD,4,,8,9,120000
595,Health Informatics Specialist,Health Informatics Specialist,2025-05-01,2025-05-04,2025-06-03,Healthcare,Biskra,Licence,15,Freelance,8,,2,3,65000
596,Avionics Engineer,Avionics Engineer,2025-03-05,2025-03-25,2025-04-24,Aerospace & Defense,Jijel,Doctorat,20,CDD,9,,8,14,180000
597,Agronomist,Irrigation Specialist,2025-03-11,2025-04-04,2025-05-04,Agriculture,Saïda,Master,17,Freelance,8,"Supply Chain, Agronomy, Agri-Fintech, Weather Forecasting",6,9,50000
598,Instructional Designer,Academic Advisor,2025-03-04,2025-03-04,2025-04-03,Education,Oran,Baccalaureate,12,Alternance,8,"AP Instruction, Faculty Development, Special Education, Inquiry-Based Learning, LMS Administration",0,1,40000
599,Blasting Technician,Blasting Technician,2025-03-06,2025-03-20,2025-04-19,Mining,El Oued,Licence,15,Alternance,9,,0,1,112000
600,Agri-Tech Developer,Irrigation Specialist,2025-04-29,2025-05-27,2025-06-26,Agriculture,Batna,Doctorat,20,Alternance,8,"Agroforestry, Rural Development, Commodity Risk Management, Regenerative Agriculture",0,1,48000
601,Safety Officer,Safety Officer,2025-04-04,2025-04-27,2025-05-27,Construction,Tipaza,Licence,15,Freelance,9,,2,5,74000
602,Auditor,Risk Manager,2025-05-02,2025-05-09,2025-06-08,Finance,Mostaganem,Doctorat,20,Internship,8,"Power BI, Excel, Blockchain, Python",0,1,115000
603,Medical Technologist,Health Informatics Specialist,2025-03-22,2025-04-17,2025-05-17,Healthcare,Sétif,Licence,15,CDI,4,,2,5,67000
604,Marketplace Coordinator,UX/UI Designer,2025-03-26,2025-04-11,2025-05-11,E-Commerce,Tizi Ouzou,No Formal Education,0,Freelance,5,,0,1,48000
605,Logistics Manager,Supply Chain Analyst,2025-03-11,2025-04-06,2025-05-06,Transport & Logistics,Constantine,Baccalaureate,12,CDI,7,,0,2,54000
606,Auditor,Financial Analyst,2025-04-22,2025-05-18,2025-06-17,Finance,El Oued,Master,17,CDI,2,"Excel, SQL, QuickBooks, Python, Power BI, Blockchain",6,9,120000
607,Billing Specialist,Network Engineer,2025-03-15,2025-04-06,2025-05-06,Telecommunications,Ghardaïa,Baccalaureate,12,CDI,2,,0,1,73000
608,DevOps Engineer,Data Scientist,2025-03-10,2025-03-19,2025-04-18,Information Technology,Oran,Licence,15,CDI,7,"PHP, C, Functional Programming, Data Structures",2,4,118000
609,Flight Test Engineer,Avionics Engineer,2025-04-15,2025-04-26,2025-05-26,Aerospace & Defense,Bouira,Master,17,Alternance,6,,0,1,162000
610,Telecom Analyst,Network Engineer,2025-04-03,2025-04-21,2025-05-21,Telecommunications,Chlef,Licence,15,Freelance,4,,2,3,94000
611,Mine Engineer,Blasting Technician,2025-03-01,2025-03-20,2025-04-19,Mining,Oran,Doctorat,20,Freelance,1,,8,12,160000
612,Procurement Officer,Urban Planner,2025-02-11,2025-02-26,2025-03-28,Public Sector,Sétif,Doctorat,20,Freelance,8,,8,9,70000
613,Quantity Surveyor,Site Manager,2025-04-20,2025-05-12,2025-06-11,Construction,Oran,Licence,15,CDD,6,,2,3,71000
614,Data Scientist,Cybersecurity Analyst,2025-04-16,2025-05-04,2025-06-03,Information Technology,Oran,Doctorat,20,CDD,3,"C, Blockchain, Java, Data Analysis",8,9,150000
615,Quantity Surveyor,Project Engineer,2025-03-16,2025-03-23,2025-04-22,Construction,El Oued,Licence,15,Freelance,7,,2,5,74000
616,Fleet Coordinator,Logistics Manager,2025-03-27,2025-03-28,2025-04-27,Transport & Logistics,Tizi Ouzou,No Formal Education,0,CDD,3,,0,1,42000
617,Fishery Inspector,Quality Assurance Officer,2025-02-19,2025-03-15,2025-04-14,Fisheries,Constantine,Licence,15,Freelance,7,"Fish Husbandry, Feed Formulation, Water Quality, Traceability, Fisheries Biology",2,4,40000
618,Drilling Supervisor,HSE Specialist,2025-04-05,2025-04-21,2025-05-21,Energy & Petroleum,Oran,Doctorat,20,Internship,1,"Carbon Capture, Petroleum Accounting, Digital Oilfield, Workover Operations, Supply Chain Management",0,1,190000
619,Telecom Analyst,Network Engineer,2025-05-02,2025-05-06,2025-06-05,Telecommunications,Constantine,Master,17,Alternance,7,,0,1,108000
