job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,experience required,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills
Recruiter,AlphaTech,Engineering,Lead,2024-12-29,2025-03-04,2025-03-04,Marketing,Constantine,8-16 ans,Master,18,Temps plein,3,"Profil recherché (FR):
Responsabilités:
- SEO
- Leadership
- Graphic Design
- Budgeting
- Communication
Profil: Network Security; SEO
Compétences: Leadership, Research, Strategic Planning, Communication, Java
Avantages: Blockchain, Project Mgmt, Research, Leadership, Coordination
",Formation continue,913788 DZD,"Kubernetes, Java, SQL, Machine Learning, Docker, Network Security"
Logistics Coord.,GreenEnergy,Sales,Lead,25/03/2025,20/04/2025,2025-04-20,Finance,Télétravail,4-14 ans,Doctorat,20,CDI,2,"As Lead Logistics Coord., you'll perform innovative projects. Expérience requise: 4-14 ans. Éducation: Doctorat, 20 ans. En tant que Lead Logistics Coord., vous serez amené à superviser les processus.",Prime performance,97% commission,"Logistics, Supply Chain Management, Lean Management, Process Optimization, Quality Control, Inventory Control"
Graphic Designer,Creative Minds,Marketing,Lead,2024-07-13,20/08/2024,2024-08-20,Santé,Annaba,6-14 ans,Doctorat,20,CDD,2,"As Lead Graphic Designer, you'll design innovative projects. Contrat: CDD. Localisation: Annaba. Département: Marketing. En tant que Lead Graphic Designer, vous serez amené à coordonner les processus.","Prime performance, Formation continue",41% commission,"UX Research, Adobe Photoshop, Sketch, Typography"
Env. Consultant,BlueWave,HR,Junior,"Sep 19, 2024",27 November 2024,2024-11-27,Ventes,Tlemcen,8-12 ans,Master,18,Temps partiel,5,"As Junior Env. Consultant, you'll perform strategic projects. En tant que Junior Env. Consultant, vous serez amené à coordonner les processus. Expérience requise: 8-12 ans. Éducation: Master, 18 ans.","Voiture de fonction, Horaires flexibles",À négocier,"Problem Solving, Adaptability, Time Management, Teamwork"
Translator,BlueWave,HR,Senior,11 February 2025,04 April 2025,2025-04-04,Santé,Hybride,10-10 ans,Master,18,Stage,5,"Profil recherché (EN):
Responsabilités: CAD; Teamwork; Compliance; Research; Negotiation
Profil: Project Mgmt; Compliance; Python; Technical Writing
Compétences:
- Blockchain
- Data Analysis
- Logistics
Avantages: Coordination; Graphic Design; CAD
","Horaires flexibles, Formation continue",460164-551978 DZD,"Communication, Adaptability, Time Management, Problem Solving, Critical Thinking"
PR Officer,Quantum Dynamics,Marketing,Senior,02 November 2024,31 December 2024,2024-12-31,Juridique,Annaba,7-7 ans,None,0,Volontariat,2,"Profil recherché (FR):
Responsabilités: Network Security; Budgeting; Excel; Customer Service; Leadership
Profil:
- Coordination
- Customer Service
- Machine Learning
- Network Security
Compétences: Communication; Technical Writing
Avantages: Negotiation; Blockchain; Technical Writing; SEO
","Ticket Restaurant, Télétravail partiel, Voiture de fonction",369618-478811 DZD,"Communication, Time Management, Critical Thinking, Teamwork, Problem Solving"
Product Manager,HealthPlus,Operations,Chief,2025-01-04,14 January 2025,2025-01-14,Marketing,Béjaïa,2-5 ans,None,0,Freelance,2,"As Chief Product Manager, you'll design innovative projects. Contrat: Freelance. Localisation: Béjaïa. Département: Operations. En tant que Chief Product Manager, vous serez amené à superviser les relations clients.","Télétravail partiel, Horaires flexibles, Prime performance",À négocier,"Logistics, Process Optimization, Quality Control, Supply Chain Management, Inventory Control, Lean Management"
Med. Rep,Creative Minds,Operations,Senior,2024-08-08,2024-09-28,2024-09-28,Logistique,Tizi Ouzou,4-4 ans,Bac,12,Temps plein,3,"Profil recherché (MIX):
Responsabilités: Network Security; Java; Coordination; Blockchain; Budgeting
Profil: Cloud, Logistics, CAD
Compétences:
- UX/UI
- Project Mgmt
- SQL
- Blockchain
- Excel
Avantages: Project Mgmt; CAD; SQL
","Télétravail partiel, Assurance santé",567012 DZD,"Critical Thinking, Teamwork, Communication, Adaptability"
Accountant,BioGenix,IT,Lead,2024-11-17,2024-12-31,2024-12-31,Logistique,Saïda,9-10 ans,Master,18,Alternance,2,"Profil recherché (MIX):
Responsabilités: Network Security, Organization, Budgeting, Coordination, Maintenance
Profil: Teamwork, SQL, Network Security, Excel
Compétences: Logistics, Strategic Planning, Organization, Blockchain, CAD
Avantages:
- Project Mgmt
- SQL
",Participation bénéfices,383843 DZD,"Financial Analysis, SAP, Budgeting, Risk Management, Audit, Investment Strategies"
UX Designer,EcoCorp,Sales,Chief,20/05/2024,2024-07-08,2024-07-08,Santé,Oran,5-13 ans,None,0,CDD,5,"Profil recherché (FR):
Responsabilités: Network Security, Digital Marketing, SEO, Communication, Python
Profil: Teamwork; SQL; SEO; Network Security
Compétences: Teamwork; CAD
Avantages: Python; Technical Writing
","Voiture de fonction, Horaires flexibles, Télétravail partiel",À négocier,"UX Research, Adobe Photoshop, Sketch, Illustrator, Typography, Color Theory"
Training Specialist,UrbanDev,Sales,Chief,2024-10-23,2024-12-22,2024-12-22,Admin,Oran,1-3 ans,Doctorat,20,Stage,3,"Profil recherché (FR):
Responsabilités:
- UX/UI
- Digital Marketing
- Logistics
Profil: Compliance; Project Mgmt; Strategic Planning; Cloud
Compétences: Graphic Design; Technical Writing
Avantages: Python, Cloud, Technical Writing
",Télétravail partiel,519088 DZD,"Critical Thinking, Problem Solving, Communication, Teamwork, Time Management"
Fashion Designer,EcoCorp,Finance,Junior,13 August 2024,26/09/2024,2024-09-26,Juridique,Hybride,5-9 ans,Master,18,Alternance,1,"Profil recherché (FR):
Responsabilités: UX/UI, Maintenance
Profil: Teamwork, Negotiation, Coordination, Leadership
Compétences:
- Maintenance
- Research
- Project Mgmt
- Organization
- Negotiation
Avantages: CAD; Maintenance; Leadership
","Télétravail partiel, Ticket Restaurant, Assurance santé",279104 DZD,"Sketch, Typography, Prototyping, Adobe Photoshop"
Social Media Mgr,Creative Minds,Sales,Lead,10/07/2024,13/09/2024,2024-09-13,Ingénierie,Blida,9-13 ans,Master,18,Temps partiel,1,"Profil recherché (EN):
Responsabilités: Budgeting, Machine Learning, CAD, UX/UI
Profil:
- Coordination
- Python
Compétences: UX/UI, Blockchain
Avantages: Maintenance; Leadership; CAD; Organization; Compliance
",Prime performance,211943-697296 DZD,"Google Analytics, Social Media, Campaign Planning, Content Strategy, Public Relations, Brand Management, Email Marketing"
HR Coordinator,AeroSpace,Finance,Senior,2024-05-18,2024-07-12,2024-07-12,Marketing,Tlemcen,4-11 ans,Licence,16,Stage,5,"As Senior HR Coordinator, you'll design strategic projects. En tant que Senior HR Coordinator, vous serez amené à superviser les processus. Contrat: Stage. Localisation: Tlemcen. Département: Finance.","Ticket Restaurant, Formation continue",431568 DZD,"Onboarding, HRIS, Performance Management, Employee Relations, Training & Development, Recruitment, Payroll"
Recruiter,SkyHigh,Sales,Junior,2025-03-23,2025-04-25,2025-04-25,RH,Constantine,1-9 ans,Master,18,Freelance,3,"Expérience requise: 1-9 ans. Éducation: Master, 18 ans. As Junior Recruiter, you'll perform strategic projects. En tant que Junior Recruiter, vous serez amené à superviser l’équipe.",,93% commission,"Machine Learning, Java, Kubernetes, Python, SQL, Cloud Computing, C++"
App Developer,CryptoStart,Operations,Chief,"Dec 06, 2024",2025-02-23,2025-02-23,Marketing,Oran,9-12 ans,Bac,12,Stage,1,"As Chief App Developer, you'll design innovative projects. Expérience requise: 9-12 ans. Éducation: Bac, 12 ans. En tant que Chief App Developer, vous serez amené à superviser les processus.","Formation continue, Voiture de fonction",27% commission,"Java, SQL, Docker, Machine Learning, Network Security, DevOps"
Fashion Designer,NextGen Robotics,Operations,Mid,2024-06-02,19/07/2024,2024-07-19,Juridique,Annaba,5-11 ans,Doctorat,20,Volontariat,5,"Expérience requise: 5-11 ans. Éducation: Doctorat, 20 ans. Contrat: Volontariat. Localisation: Annaba. Département: Operations. As Mid Fashion Designer, you'll design strategic projects.",,687199 DZD,"Sketch, Typography, UX Research, Illustrator"
DB Admin,MarketMinds,HR,Mid,10 September 2024,2024-11-16,2024-11-16,Informatique,Oran,10-10 ans,Bac,12,Temps plein,2,"Profil recherché (FR):
Responsabilités: Network Security; Leadership; Data Analysis; Python; Coordination
Profil: SQL, Customer Service, Budgeting
Compétences: Organization; Leadership; Budgeting; Graphic Design
Avantages:
- Leadership
- Technical Writing
- Customer Service
- Research
","Voiture de fonction, Assurance santé",À négocier,"Scheduling, Office Management, Customer Service, Document Control, Data Entry"
Security Officer,EcoBuild,HR,Mid,21 September 2024,08 October 2024,2024-10-08,Ventes,Tlemcen,3-8 ans,Bac,12,Freelance,3,"As Mid Security Officer, you'll perform key projects. Contrat: Freelance. Localisation: Tlemcen. Département: HR. Expérience requise: 3-8 ans. Éducation: Bac, 12 ans.","Ticket Restaurant, Télétravail partiel, Horaires flexibles",197710 DZD,"Docker, Kubernetes, Machine Learning, Network Security"
QA Engineer,TechSphere,HR,Mid,05 August 2024,2024-09-17,2024-09-17,Ingénierie,El Oued,8-8 ans,Licence,16,Temps plein,10,"Expérience requise: 8-8 ans. Éducation: Licence, 16 ans. As Mid QA Engineer, you'll manage strategic projects. En tant que Mid QA Engineer, vous serez amené à superviser les systèmes.","Assurance santé, Horaires flexibles, Formation continue",À négocier,"Cloud Computing, Kubernetes, DevOps, Machine Learning, Python, C++"
Recruiter,Creative Minds,HR,Mid,19 February 2025,2025-03-21,2025-03-21,RH,Alger,7-8 ans,Licence,16,Temps plein,5,"As Mid Recruiter, you'll design critical projects. En tant que Mid Recruiter, vous serez amené à gérer l’équipe. Contrat: Temps plein. Localisation: Alger. Département: HR.",,À négocier,"SQL, Kubernetes, Machine Learning, Cloud Computing"
Blockchain Dev,AgriGrow,IT,Mid,2024-05-28,2024-08-05,2024-08-05,Informatique,Ghardaïa,6-11 ans,None,0,Temps partiel,1,"Profil recherché (EN):
Responsabilités: SQL; SEO
Profil:
- UX/UI
- CAD
- Strategic Planning
- Project Mgmt
- Network Security
Compétences:
- Budgeting
- Teamwork
- Customer Service
- Coordination
- Communication
Avantages: Strategic Planning, CAD, Customer Service
","Télétravail partiel, Horaires flexibles, Ticket Restaurant",73% commission,"Critical Thinking, Communication, Teamwork, Problem Solving, Adaptability"
Researcher,FutureVision,HR,Junior,2024-10-14,11 January 2025,2025-01-11,Ventes,Alger,10-12 ans,Licence,16,Alternance,2,"Profil recherché (FR):
Responsabilités: CAD; Excel
Profil: Logistics; Technical Writing
Compétences: Blockchain; Python; Research; Leadership; UX/UI
Avantages:
- UX/UI
- Blockchain
- Data Analysis
- Organization
",,447203-604359 DZD,"HIPAA Compliance, Medical Terminology, Clinical Trials, Patient Care, Pharmacovigilance"
UX Designer,SkyHigh,Marketing,Junior,12 May 2024,30/06/2024,2024-06-30,Ventes,Annaba,9-15 ans,Licence,16,Temps plein,1,"Profil recherché (FR):
Responsabilités:
- Communication
- Logistics
- SEO
- Python
- Customer Service
Profil: Maintenance; Communication
Compétences: Technical Writing; CAD; Machine Learning; Organization; Coordination
Avantages: Technical Writing; Organization; Excel; Java; Compliance
","Télétravail partiel, Assurance santé",447596-506242 DZD,"Color Theory, Figma, Sketch, Prototyping, Adobe Photoshop, UX Research, Typography"
Volunteer Coord.,EduLearn,IT,Mid,20 September 2024,2024-11-07,2024-11-07,Logistique,Constantine,6-7 ans,Master,18,Temporaire,1,"Contrat: Temporaire. Localisation: Constantine. Département: IT. Expérience requise: 6-7 ans. Éducation: Master, 18 ans. As Mid Volunteer Coord., you'll design strategic projects.",,À négocier,"Problem Solving, Adaptability, Time Management, Critical Thinking, Teamwork, Communication"
Operations Manager,MarketMinds,Engineering,Junior,07/02/2025,02/03/2025,2025-03-02,Finance,Hybride,0-3 ans,Doctorat,20,Freelance,5,"Expérience requise: 0-3 ans. Éducation: Doctorat, 20 ans. Contrat: Freelance. Localisation: Hybride. Département: Engineering. En tant que Junior Operations Manager, vous serez amené à développer les processus.",Prime performance,952928 DZD,"Inventory Control, Supply Chain Management, Lean Management, Quality Control, Process Optimization, Logistics"
HR Coordinator,SkyHigh,Engineering,Junior,09 August 2024,14 September 2024,2024-09-14,Informatique,Télétravail,8-12 ans,Master,18,Volontariat,10,"Profil recherché (MIX):
Responsabilités: Customer Service; Network Security
Profil: CAD, Logistics, Negotiation
Compétences: Blockchain, Network Security
Avantages:
- Python
- Strategic Planning
- Cloud
","Voiture de fonction, Participation bénéfices",100% commission,"Recruitment, Performance Management, Payroll, HRIS, Training & Development"
Volunteer Coord.,Innova Group,HR,Lead,2024-09-28,2024-10-08,2024-10-08,Juridique,Tizi Ouzou,0-10 ans,Bac,12,Stage,3,"Profil recherché (EN):
Responsabilités: Machine Learning, Communication
Profil:
- UX/UI
- Python
- Project Mgmt
- SEO
Compétences: Budgeting; SEO
Avantages: Graphic Design, Python, Maintenance, Logistics
","Ticket Restaurant, Télétravail partiel, Participation bénéfices",79% commission,"Adaptability, Problem Solving, Critical Thinking, Time Management, Teamwork, Communication"
Data Engineer,Creative Minds,HR,Chief,11 August 2024,2024-09-12,2024-09-12,Admin,Annaba,10-17 ans,Bac,12,Freelance,1,"Profil recherché (FR):
Responsabilités:
- Organization
- Digital Marketing
Profil: UX/UI, SQL
Compétences: Project Mgmt; Maintenance
Avantages:
- Blockchain
- Budgeting
",,À négocier,"Docker, DevOps, C++, Kubernetes"
IT Intern,SkyHigh,Sales,Chief,2025-03-05,2025-04-15,2025-04-15,Ingénierie,Béjaïa,2-3 ans,Master,18,Alternance,3,"En tant que Chief IT Intern, vous serez amené à gérer les relations clients. Contrat: Alternance. Localisation: Béjaïa. Département: Sales. As Chief IT Intern, you'll perform strategic projects.",Horaires flexibles,46% commission,"Docker, Java, Cloud Computing, DevOps, C++, Network Security, Machine Learning"
UX Designer,RetailSync,Legal,Mid,18 March 2025,23/05/2025,2025-05-23,Marketing,Constantine,8-18 ans,Licence,16,Freelance,3,"As Mid UX Designer, you'll design innovative projects. En tant que Mid UX Designer, vous serez amené à coordonner les systèmes. Expérience requise: 8-18 ans. Éducation: Licence, 16 ans.",,52% commission,"Adobe Photoshop, UX Research, Figma, Color Theory, Typography"
Software Engineer,GreenEnergy,HR,Chief,"Jun 15, 2024",28 August 2024,2024-08-28,RH,Béjaïa,0-9 ans,Master,18,Alternance,5,"Profil recherché (MIX):
Responsabilités:
- Coordination
- Blockchain
- Communication
Profil:
- Logistics
- Customer Service
- Coordination
Compétences:
- Budgeting
- SEO
Avantages: Coordination, CAD, Research, Leadership, SQL
","Assurance santé, Horaires flexibles, Prime performance",71% commission,"Network Security, Docker, Python, Kubernetes, C++"
Risk Manager,Quantum Dynamics,Legal,Senior,2024-08-27,14 November 2024,2024-11-14,Informatique,Télétravail,1-8 ans,Doctorat,20,CDD,5,"Profil recherché (EN):
Responsabilités:
- Coordination
- Leadership
Profil: Teamwork, Java, Excel, Budgeting, Compliance
Compétences: CAD; Logistics; Strategic Planning; Blockchain; Java
Avantages: Coordination; UX/UI
",Participation bénéfices,416173-550417 DZD,"Quality Control, Process Optimization, Logistics, Inventory Control, Lean Management, Supply Chain Management"
Tech Writer,SkyHigh,Marketing,Junior,"Mar 30, 2025",2025-05-23,2025-05-23,Santé,Tlemcen,7-17 ans,Licence,16,Volontariat,10,"As Junior Tech Writer, you'll manage key projects. En tant que Junior Tech Writer, vous serez amené à superviser les processus. Contrat: Volontariat. Localisation: Tlemcen. Département: Marketing.",,187929-261613 DZD,"Docker, C++, Kubernetes, Python, Cloud Computing, Java, DevOps"
Marketing Manager,BioGenix,Sales,Mid,02/05/2024,2024-06-21,2024-06-21,Ingénierie,Télétravail,6-6 ans,Master,18,CDI,3,"En tant que Mid Marketing Manager, vous serez amené à développer l’équipe. Contrat: CDI. Localisation: Télétravail. Département: Sales. Expérience requise: 6-6 ans. Éducation: Master, 18 ans.",Participation bénéfices,À négocier,"Social Media, Content Strategy, Public Relations, Google Analytics"
Software Engineer,FutureVision,Marketing,Chief,26/02/2025,16 March 2025,2025-03-16,Admin,Tizi Ouzou,8-10 ans,Master,18,CDD,10,"As Chief Software Engineer, you'll manage strategic projects. Contrat: CDD. Localisation: Tizi Ouzou. Département: Marketing. En tant que Chief Software Engineer, vous serez amené à développer les relations clients.","Ticket Restaurant, Formation continue",À négocier,"Kubernetes, Machine Learning, DevOps, Docker, C++"
Social Media Mgr,Nordic Finance,Engineering,Senior,"Apr 30, 2024",2024-07-20,2024-07-20,Marketing,Tlemcen,2-2 ans,Master,18,Stage,1,"En tant que Senior Social Media Mgr, vous serez amené à gérer les systèmes. Contrat: Stage. Localisation: Tlemcen. Département: Engineering. As Senior Social Media Mgr, you'll lead critical projects.","Assurance santé, Télétravail partiel, Formation continue",378376-779638 DZD,"Google Analytics, SEO, Brand Management, Content Strategy, Public Relations"
Data Scientist,AgriGrow,Finance,Chief,13/07/2024,09 August 2024,2024-08-09,Ingénierie,Tlemcen,9-12 ans,None,0,Volontariat,10,"As Chief Data Scientist, you'll lead innovative projects. En tant que Chief Data Scientist, vous serez amené à superviser les processus. Contrat: Volontariat. Localisation: Tlemcen. Département: Finance.",,496724-744923 DZD,"Java, C++, Machine Learning, Docker"
Digital Marketer,MediHealth,Operations,Chief,02 April 2025,21 May 2025,2025-05-21,Admin,Béjaïa,3-12 ans,Licence,16,Temps plein,2,"Profil recherché (FR):
Responsabilités: Technical Writing; SQL; Blockchain; Strategic Planning; Leadership
Profil: Budgeting, Project Mgmt, Teamwork, Logistics, Research
Compétences: Python, Communication, Java
Avantages: Leadership; Cloud
","Voiture de fonction, Télétravail partiel, Ticket Restaurant",À négocier,"Network Security, C++, Python, SQL, Java, Docker"
Recruiter,SoftHouse,Legal,Senior,2024-06-30,15/08/2024,2024-08-15,Ventes,Ghardaïa,2-9 ans,Licence,16,Temporaire,3,"Contrat: Temporaire. Localisation: Ghardaïa. Département: Legal. As Senior Recruiter, you'll lead key projects. Expérience requise: 2-9 ans. Éducation: Licence, 16 ans.",,À négocier,"Network Security, Kubernetes, Cloud Computing, DevOps, SQL, C++, Docker"
CMO,BioGenix,IT,Junior,"Sep 27, 2024",06 November 2024,2024-11-06,Juridique,Constantine,9-17 ans,Doctorat,20,Volontariat,3,"Profil recherché (EN):
Responsabilités: Budgeting; SQL; Communication; Coordination
Profil: CAD; Data Analysis; Blockchain
Compétences:
- Python
- Negotiation
- Network Security
- Strategic Planning
Avantages: Technical Writing; Compliance; Java
","Ticket Restaurant, Prime performance, Télétravail partiel",À négocier,"Critical Thinking, Adaptability, Communication, Teamwork"
Video Editor,AlphaTech,Legal,Lead,09/01/2025,2025-03-27,2025-03-27,Marketing,Blida,8-11 ans,Master,18,Alternance,10,"Profil recherché (MIX):
Responsabilités:
- UX/UI
- Organization
- Logistics
- Blockchain
- Technical Writing
Profil: Graphic Design; Technical Writing; Java; Communication
Compétences:
- UX/UI
- Research
Avantages:
- Technical Writing
- Compliance
- Data Analysis
",Prime performance,441299-679945 DZD,"Docker, Java, Network Security, DevOps, Python"
Env. Consultant,FinServe,Sales,Junior,27/02/2025,15/04/2025,2025-04-15,Juridique,Télétravail,2-11 ans,Doctorat,20,Stage,1,"En tant que Junior Env. Consultant, vous serez amené à développer l’équipe. As Junior Env. Consultant, you'll manage innovative projects. Expérience requise: 2-11 ans. Éducation: Doctorat, 20 ans.",,66% commission,"Problem Solving, Teamwork, Time Management, Adaptability, Communication, Critical Thinking"
SEO Specialist,EcoCorp,Marketing,Senior,29 November 2024,25/01/2025,2025-01-25,Juridique,Blida,4-6 ans,Doctorat,20,CDI,10,"Contrat: CDI. Localisation: Blida. Département: Marketing. En tant que Senior SEO Specialist, vous serez amené à coordonner les processus. As Senior SEO Specialist, you'll manage critical projects.","Participation bénéfices, Formation continue",598662 DZD,"Google Analytics, Brand Management, Public Relations, Content Strategy, Email Marketing, Campaign Planning, SEO"
QA Engineer,EcoCorp,Engineering,Mid,07 May 2024,2024-05-28,2024-05-28,RH,Hybride,3-10 ans,Bac,12,CDI,10,"En tant que Mid QA Engineer, vous serez amené à superviser les processus. Expérience requise: 3-10 ans. Éducation: Bac, 12 ans. As Mid QA Engineer, you'll perform strategic projects.",Prime performance,191112-462348 DZD,"C++, Kubernetes, Python, Cloud Computing, Docker, Java"
Researcher,EcoBuild,Engineering,Lead,2025-02-23,22/05/2025,2025-05-22,Santé,Sétif,6-12 ans,Bac,12,Volontariat,2,"Profil recherché (MIX):
Responsabilités: Network Security; Technical Writing; SEO; SQL
Profil: Maintenance; Graphic Design
Compétences: Machine Learning; SEO; UX/UI; Budgeting; Digital Marketing
Avantages: Digital Marketing; Python
","Participation bénéfices, Prime performance",264069-717287 DZD,"HIPAA Compliance, Clinical Trials, Patient Care, Medical Terminology, Pharmacovigilance"
Accountant,Global Solutions,IT,Senior,27/10/2024,2025-01-08,2025-01-08,Marketing,Ghardaïa,1-11 ans,None,0,Stage,10,"As Senior Accountant, you'll manage innovative projects. Contrat: Stage. Localisation: Ghardaïa. Département: IT. Expérience requise: 1-11 ans. Éducation: None, 0 ans.","Voiture de fonction, Assurance santé",9% commission,"Excel, Audit, Forecasting, Financial Analysis, Accounting, Risk Management, Budgeting"
Investment Banker,AlphaTech,HR,Chief,27 September 2024,28 November 2024,2024-11-28,Marketing,Oran,7-10 ans,Master,18,Temps plein,3,"En tant que Chief Investment Banker, vous serez amené à développer les systèmes. Contrat: Temps plein. Localisation: Oran. Département: HR. Expérience requise: 7-10 ans. Éducation: Master, 18 ans.",,À négocier,"Risk Management, Forecasting, Accounting, Excel, Financial Analysis, Investment Strategies"
Restaurant Manager,Quantum Dynamics,Sales,Mid,"Jan 17, 2025",28 March 2025,2025-03-28,Finance,El Oued,3-13 ans,None,0,Freelance,2,"Profil recherché (MIX):
Responsabilités:
- Coordination
- CAD
Profil:
- Technical Writing
- Research
- Maintenance
- Blockchain
Compétences: Strategic Planning, Communication, Teamwork
Avantages: Negotiation, Blockchain, Digital Marketing
",Voiture de fonction,À négocier,"Logistics, Inventory Control, Lean Management, Quality Control, Supply Chain Management, Process Optimization"
Maintenance Tech,AgriFoods,IT,Lead,"Dec 31, 2024",2025-01-14,2025-01-14,Admin,Béjaïa,0-3 ans,Licence,16,Freelance,5,"As Lead Maintenance Tech, you'll lead key projects. Expérience requise: 0-3 ans. Éducation: Licence, 16 ans. En tant que Lead Maintenance Tech, vous serez amené à développer les relations clients.",Participation bénéfices,434626-583254 DZD,"Critical Thinking, Communication, Adaptability, Teamwork"
SEO Specialist,SkyHigh,Legal,Senior,2024-12-30,12 February 2025,2025-02-12,Admin,Hybride,7-9 ans,Master,18,CDD,1,"As Senior SEO Specialist, you'll manage innovative projects. En tant que Senior SEO Specialist, vous serez amené à coordonner les relations clients. Expérience requise: 7-9 ans. Éducation: Master, 18 ans.","Ticket Restaurant, Télétravail partiel, Participation bénéfices",764704 DZD,"SEO, Social Media, Email Marketing, Brand Management"
Civil Engineer,GreenEnergy,Engineering,Lead,21 October 2024,29/11/2024,2024-11-29,Santé,Oran,5-12 ans,None,0,CDD,10,"Expérience requise: 5-12 ans. Éducation: None, 0 ans. Contrat: CDD. Localisation: Oran. Département: Engineering. En tant que Lead Civil Engineer, vous serez amené à coordonner l’équipe.","Télétravail partiel, Formation continue, Horaires flexibles",À négocier,"Docker, Java, Python, C++, Machine Learning"
Exec. Assistant,SkyHigh,Finance,Senior,"Dec 13, 2024",16/01/2025,2025-01-16,Finance,Tizi Ouzou,2-5 ans,Doctorat,20,Temporaire,5,"As Senior Exec. Assistant, you'll manage key projects. En tant que Senior Exec. Assistant, vous serez amené à gérer l’équipe. Contrat: Temporaire. Localisation: Tizi Ouzou. Département: Finance.",,153616-503870 DZD,"Data Entry, Document Control, Customer Service, Office Management"
Researcher,EduLearn,Engineering,Senior,19 January 2025,2025-04-08,2025-04-08,Finance,Hybride,1-2 ans,Master,18,Temps plein,10,"Profil recherché (MIX):
Responsabilités: Negotiation; Excel; Java
Profil: Compliance; Strategic Planning; CAD; Leadership; Excel
Compétences: Graphic Design, Customer Service
Avantages: Communication, Research, CAD
","Voiture de fonction, Télétravail partiel",227158 DZD,"Medical Terminology, HIPAA Compliance, Pharmacovigilance, Patient Care, Clinical Trials"
Sales Rep,EcoCorp,Legal,Junior,20 May 2024,2024-08-14,2024-08-14,Logistique,Télétravail,1-5 ans,Licence,16,Stage,5,"Profil recherché (EN):
Responsabilités: Teamwork, SEO, Negotiation
Profil: SEO, Organization, Leadership
Compétences: Coordination, Maintenance, Research, SQL, SEO
Avantages: Java, Python, Machine Learning, Data Analysis, Maintenance
",Prime performance,72% commission,"Communication, Problem Solving, Teamwork, Critical Thinking"
Recruiter,UrbanDev,Finance,Lead,26 June 2024,06 August 2024,2024-08-06,Ventes,Constantine,4-6 ans,Doctorat,20,Stage,3,"En tant que Lead Recruiter, vous serez amené à superviser les systèmes. Contrat: Stage. Localisation: Constantine. Département: Finance. Expérience requise: 4-6 ans. Éducation: Doctorat, 20 ans.","Horaires flexibles, Formation continue",À négocier,"Java, C++, Python, Machine Learning, Docker"
Translator,MarketMinds,Engineering,Chief,14/02/2025,2025-03-25,2025-03-25,Finance,Saïda,0-0 ans,Licence,16,Stage,3,"Profil recherché (EN):
Responsabilités:
- Python
- Customer Service
- Project Mgmt
- Cloud
Profil:
- Organization
- Network Security
- Project Mgmt
- Graphic Design
Compétences:
- Negotiation
- Budgeting
- UX/UI
- Machine Learning
Avantages:
- Compliance
- Machine Learning
",,4% commission,"Adaptability, Critical Thinking, Teamwork, Problem Solving, Communication, Time Management"
Network Admin,Global Solutions,Operations,Senior,"Feb 24, 2025",27 March 2025,2025-03-27,Informatique,Hybride,1-2 ans,Master,18,CDI,1,"As Senior Network Admin, you'll design key projects. Expérience requise: 1-2 ans. Éducation: Master, 18 ans. Contrat: CDI. Localisation: Hybride. Département: Operations.","Assurance santé, Formation continue",82% commission,"Network Security, Kubernetes, Cloud Computing, DevOps, C++, Machine Learning"
Supply Chain Analyst,Nordic Finance,Sales,Mid,"May 20, 2024",2024-07-07,2024-07-07,Logistique,Télétravail,1-11 ans,None,0,CDD,2,"Profil recherché (FR):
Responsabilités: Digital Marketing; Graphic Design; Customer Service
Profil: Compliance, Data Analysis, Budgeting, Strategic Planning
Compétences:
- Compliance
- Machine Learning
Avantages: Python, Cloud, Organization, Negotiation, Blockchain
",,873509 DZD,"SAP, Financial Analysis, Investment Strategies, Forecasting, Audit, Budgeting, Excel"
Graphic Designer,Nordic Finance,Finance,Junior,"Jan 02, 2025",27 January 2025,2025-01-27,Admin,Tizi Ouzou,3-4 ans,Master,18,Temporaire,10,"Profil recherché (FR):
Responsabilités: Customer Service; Budgeting; Strategic Planning; Maintenance
Profil: Strategic Planning; Python
Compétences:
- Research
- Leadership
- Organization
Avantages: Maintenance; Organization
","Ticket Restaurant, Prime performance",À négocier,"Illustrator, Typography, Figma, Color Theory"
Volunteer Coord.,AeroSpace,Operations,Lead,"Oct 27, 2024",22/01/2025,2025-01-22,Informatique,Hybride,4-6 ans,Bac,12,Alternance,3,"Expérience requise: 4-6 ans. Éducation: Bac, 12 ans. Contrat: Alternance. Localisation: Hybride. Département: Operations. En tant que Lead Volunteer Coord., vous serez amené à gérer les relations clients.",Formation continue,158999-581331 DZD,"Adaptability, Critical Thinking, Time Management, Communication, Problem Solving"
HR Coordinator,FutureVision,Engineering,Lead,21 February 2025,2025-05-10,2025-05-10,Ingénierie,Sétif,4-12 ans,Bac,12,CDI,5,"Profil recherché (EN):
Responsabilités: Coordination, Machine Learning
Profil: Digital Marketing, Research, Machine Learning, Maintenance, Logistics
Compétences: Organization, Communication, Strategic Planning
Avantages: Technical Writing, Budgeting, SQL, Java
","Télétravail partiel, Voiture de fonction",377207-768570 DZD,"Recruitment, Training & Development, Performance Management, HRIS, Employee Relations, Payroll"
